Date,Max Windspeed 24hr,Was High Winds 24hr
2022-09-26,28.47333333333333,1
2022-09-27,29.179999999999996,1
2022-09-28,25.886666666666667,1
2022-09-29,25.316666666666666,1
2022-09-30,19.906666666666666,0
2022-10-01,18.493333333333336,0
2022-10-02,36.949999999999996,1
2022-10-03,29.886666666666667,1
2022-10-04,24.24,0
2022-10-05,21.649999999999995,0
2022-10-06,21.649999999999995,0
2022-10-07,27.063333333333333,1
2022-10-08,18.356666666666666,0
2022-10-09,16.003333333333334,0
2022-10-10,18.356666666666666,0
2022-10-11,52.48,1
2022-10-12,32.47666666666667,1
2022-10-13,25.886666666666667,1
2022-10-14,28.94666666666667,1
2022-10-15,21.653333333333336,0
2022-10-16,41.42,1
2022-10-17,40.95,1
2022-10-18,25.886666666666667,1
2022-10-19,17.886666666666667,0
2022-10-20,24.710000000000004,0
2022-10-21,50.830000000000005,1
2022-10-22,60.949999999999996,1
2022-10-23,34.36,1
2022-10-24,24.47666666666667,0
2022-10-25,60.48,1
2022-10-26,57.18666666666667,1
2022-10-27,48.24,1
2022-10-28,41.656666666666666,1
2022-10-29,40.24,1
2022-10-30,37.18333333333333,1
2022-10-31,50.830000000000005,1
2022-11-01,53.18666666666667,1
2022-11-02,23.299999999999997,0
2022-11-03,24.94333333333333,0
2022-11-04,44.24333333333334,1
2022-11-05,84.48666666666666,1
2022-11-06,89.67666666666666,1
2022-11-07,50.126666666666665,1
2022-11-08,49.653333333333336,1
2022-11-09,39.06333333333333,1
2022-11-10,32.00666666666667,1
2022-11-11,35.300000000000004,1
2022-11-12,36.24,1
2022-11-13,24.236666666666668,0
2022-11-14,28.713333333333335,1
2022-11-15,39.53333333333333,1
2022-11-16,39.53666666666667,1
2022-11-17,20.713333333333335,0
2022-11-18,49.416666666666664,1
2022-11-19,43.300000000000004,1
2022-11-20,24.00333333333333,0
2022-11-21,20.473333333333333,0
2022-11-22,24.473333333333333,0
2022-11-23,69.89,1
2022-11-24,51.53666666666667,1
2022-11-25,43.06666666666666,1
2022-11-26,42.596666666666664,1
2022-11-27,57.423333333333325,1
2022-11-28,77.89,1
2022-11-29,38.36000000000001,1
2022-11-30,61.89333333333334,1
2022-12-01,66.59666666666668,1
2022-12-02,38.82666666666666,1
2022-12-03,41.419999999999995,1
2022-12-04,49.656666666666666,1
2022-12-05,54.833333333333336,1
2022-12-06,32.47666666666667,1
2022-12-07,42.12666666666667,1
2022-12-08,44.00666666666666,1
2022-12-09,48.95000000000001,1
2022-12-10,52.71666666666666,1
2022-12-11,64.00999999999999,1
2022-12-12,19.531333333333333,0
2022-12-13,22.59,0
2022-12-14,22.353333333333335,0
2022-12-15,24.00333333333333,0
2022-12-16,28.94666666666667,1
2022-12-17,33.88999999999999,1
2022-12-18,54.36333333333334,1
2022-12-19,60.94,1
2022-12-20,49.89333333333334,1
2022-12-21,70.37,1
2022-12-22,56.01,1
2022-12-23,38.83,1
2022-12-24,53.89333333333334,1
2022-12-25,76.25666666666667,1
2022-12-26,59.06666666666666,1
2022-12-27,79.77,1
2022-12-28,88.01333333333334,1
2022-12-29,68.01333333333334,1
2022-12-30,44.71333333333334,1
2022-12-31,55.06999999999999,1
2023-01-01,44.949999999999996,1
2023-01-02,25.653333333333332,1
2023-01-03,45.89000000000001,1
2023-01-04,35.53666666666667,1
2023-01-05,61.42333333333334,1
2023-01-06,58.36333333333334,1
2023-01-07,44.01,1
2023-01-08,41.42,1
2023-01-09,58.6,1
2023-01-10,50.36000000000001,1
2023-01-11,39.06333333333333,1
2023-01-12,46.35999999999999,1
2023-01-13,59.06666666666667,1
2023-01-14,58.36333333333334,1
2023-01-15,31.77,1
2023-01-16,37.18333333333333,1
2023-01-17,24.24,0
2023-01-18,25.89,1
2023-01-19,55.06999999999999,1
2023-01-20,33.416666666666664,1
2023-01-21,21.179999999999996,0
2023-01-22,58.36333333333334,1
2023-01-23,38.35666666666666,1
2023-01-24,34.830000000000005,1
2023-01-25,40.946666666666665,1
2023-01-26,27.066666666666663,1
2023-01-27,54.35999999999999,1
2023-01-28,61.423333333333325,1
2023-01-29,36.71333333333333,1
2023-01-30,37.42,1
2023-01-31,33.89,1
2023-02-01,42.36000000000001,1
2023-02-02,40.00333333333334,1
2023-02-03,47.77333333333333,1
2023-02-04,78.84333333333332,1
2023-02-05,47.300000000000004,1
2023-02-06,44.00666666666666,1
2023-02-07,51.06666666666666,1
2023-02-08,64.01666666666667,1
2023-02-09,54.833333333333336,1
2023-02-10,68.96,1
2023-02-11,52.00666666666666,1
2023-02-12,17.88333333333333,0
2023-02-13,43.06666666666666,1
2023-02-14,63.303333333333335,1
2023-02-15,38.596666666666664,1
2023-02-16,22.356666666666666,0
2023-02-17,29.416666666666668,1
2023-02-18,42.596666666666664,1
2023-02-19,53.89333333333334,1
2023-02-20,74.37,1
2023-02-21,86.12666666666667,1
2023-02-22,87.52999999999999,1
2023-02-23,42.830000000000005,1
2023-02-24,48.01,1
2023-02-25,36.48,1
2023-02-26,38.126666666666665,1
2023-02-27,52.24333333333334,1
2023-02-28,46.59333333333333,1
2023-03-01,46.123333333333335,1
2023-03-02,37.65333333333333,1
2023-03-03,62.6,1
2023-03-04,47.53666666666667,1
2023-03-05,53.18333333333334,1
2023-03-06,28.47666666666667,1
2023-03-07,31.536666666666672,1
2023-03-08,37.89,1
2023-03-09,32.946666666666665,1
2023-03-10,60.95333333333334,1
2023-03-11,49.65333333333333,1
2023-03-12,35.300000000000004,1
2023-03-13,48.71333333333333,1
2023-03-14,48.01,1
2023-03-15,35.06333333333333,1
2023-03-16,44.946666666666665,1
2023-03-17,40.24,1
2023-03-18,32.24333333333333,1
2023-03-19,27.296666666666667,1
2023-03-20,38.83,1
2023-03-21,29.653333333333332,1
2023-03-22,37.416666666666664,1
2023-03-23,33.41666666666667,1
2023-03-24,42.126666666666665,1
2023-03-25,39.06666666666666,1
2023-03-26,27.77,1
2023-03-27,24.709999999999997,0
2023-03-28,52.00999999999999,1
2023-03-29,63.30333333333332,1
2023-03-30,45.416666666666664,1
2023-03-31,37.18,1
2023-04-01,46.593333333333334,1
2023-04-02,50.833333333333336,1
2023-04-03,28.473333333333333,1
2023-04-04,28.24,1
2023-04-05,23.060000000000002,0
2023-04-06,27.77,1
2023-04-07,42.12666666666667,1
2023-04-08,32.242,1
2023-04-09,39.300000000000004,1
2023-04-10,48.71333333333333,1
2023-04-11,32.71333333333333,1
2023-04-12,41.88666666666666,1
2023-04-13,27.53666666666666,1
2023-04-14,25.886666666666667,1
2023-04-15,28.94666666666667,1
2023-04-16,46.36333333333334,1
2023-04-17,56.24333333333334,1
2023-04-18,48.48,1
2023-04-19,43.29999999999999,1
2023-04-20,30.593333333333334,1
2023-04-21,56.24666666666667,1
2023-04-22,45.416666666666664,1
2023-04-23,27.766666666666666,1
2023-04-24,32.946666666666665,1
2023-04-25,40.24,1
2023-04-26,21.18,0
2023-04-27,37.416666666666664,1
2023-04-28,32.943333333333335,1
2023-04-29,36.47666666666667,1
2023-04-30,32.946666666666665,1
2023-05-01,33.416666666666664,1
2023-05-02,26.12,1
2023-05-03,37.656666666666666,1
2023-05-04,26.356666666666666,1
2023-05-05,29.89,1
2023-05-06,28.94666666666667,1
2023-05-07,24.00666666666667,0
2023-05-08,17.887333333333334,0
2023-05-09,20.476666666666667,0
2023-05-10,18.59,0
2023-05-11,18.59,0
2023-05-12,17.416666666666668,0
2023-05-13,24.709999999999997,0
2023-05-14,44.00666666666667,1
2023-05-15,54.126666666666665,1
2023-05-16,31.296666666666667,1
2023-05-17,21.41333333333333,0
2023-05-18,15.766666666666666,0
2023-05-19,18.59,0
2023-05-20,24.24,0
2023-05-21,26.593333333333334,1
2023-05-22,36.47666666666667,1
2023-05-23,37.656666666666666,1
2023-05-24,21.650000000000002,0
2023-05-25,27.296666666666667,1
2023-05-26,20.94666666666667,0
2023-05-27,23.65,0
2023-05-28,22.945,0
2023-05-29,21.535,0
