DateTime,Battery Voltage  (v) ,Relative Humidity  (%) ,Solar Radiation  (W/m2) ,Temperature  (deg F) ,Wind Direction  (deg.) ,Wind Speed Average  (mph) ,Wind Speed Maximum  (mph) ,Wind Speed Minimum  (mph) 
2022-05-04 23:00:00,12.93,100.0,0.0,35.37,18.31,1.567,6.354,0.0
2022-05-05 00:00:00,12.84,99.7,0.0,34.23,155.3,2.34,7.766,0.0
2022-05-05 01:00:00,12.78,95.7,0.0,33.87,145.4,5.354,14.12,0.0
2022-05-05 02:00:00,12.74,99.5,0.0,33.43,26.89,5.283,24.0,0.0
2022-05-05 03:00:00,12.71,99.9,0.0,33.37,12.06,4.16,10.59,0.0
2022-05-05 04:00:00,12.67,100.0,0.0,32.63,28.35,4.22,14.12,0.0
2022-05-05 05:00:00,12.64,100.0,2.598,32.17,167.3,2.681,7.06,0.0
2022-05-05 06:00:00,12.63,100.0,32.37,32.13,165.0,2.749,6.354,0.0
2022-05-05 07:00:00,12.69,100.0,51.1,31.62,170.4,3.032,5.648,0.0
2022-05-05 08:00:00,12.84,97.3,116.6,33.08,117.2,2.999,6.354,0.0
2022-05-05 09:00:00,13.21,96.2,176.8,32.68,166.2,5.24,10.59,0.706
2022-05-05 10:00:00,13.57,97.3,208.9,30.68,162.0,6.732,17.65,1.412
2022-05-05 11:00:00,14.48,89.1,355.4,32.98,163.8,7.819,16.24,2.118
2022-05-05 12:00:00,14.7,81.7,495.8,38.31,36.56,8.22,16.24,1.412
2022-05-05 13:00:00,14.71,83.1,356.5,36.19,28.37,6.901,11.3,2.118
2022-05-05 14:00:00,14.31,76.88,399.1,38.4,32.44,4.585,9.18,1.412
2022-05-05 15:00:00,14.29,84.1,314.4,35.31,61.61,1.492,5.648,0.0
2022-05-05 16:00:00,14.34,96.1,261.2,31.55,162.5,2.322,9.18,0.0
2022-05-05 17:00:00,14.37,91.5,194.2,32.54,83.4,2.91,8.47,0.0
2022-05-05 18:00:00,14.28,98.5,152.2,31.08,177.2,5.923,14.12,0.706
2022-05-05 19:00:00,13.92,96.2,40.48,30.7,169.9,6.068,12.0,0.706
2022-05-05 20:00:00,13.63,97.7,0.0,29.36,248.7,7.044,17.65,1.412
2022-05-05 21:00:00,13.38,91.8,0.0,28.43,244.8,6.974,19.77,1.412
2022-05-05 22:00:00,13.18,99.8,0.0,27.06,76.97,4.575,12.71,0.706
2022-05-05 23:00:00,13.01,99.8,0.0,27.07,130.2,1.959,8.47,0.0
2022-05-06 00:00:00,12.89,100.0,0.0,26.71,98.4,1.775,6.354,0.0
2022-05-06 01:00:00,12.81,100.0,0.0,25.98,166.7,2.01,4.942,0.0
2022-05-06 02:00:00,12.76,99.6,0.0,24.75,168.0,3.118,6.354,0.0
2022-05-06 03:00:00,12.73,96.8,0.0,24.57,149.0,3.055,7.06,0.706
2022-05-06 04:00:00,12.69,90.6,0.0,26.74,42.85,3.238,12.0,0.0
2022-05-06 05:00:00,12.66,92.5,3.826,28.42,289.5,4.767,13.41,0.0
2022-05-06 06:00:00,12.64,100.0,38.54,26.81,166.3,4.01,15.53,0.0
2022-05-06 07:00:00,12.71,93.5,70.0,30.1,136.2,3.746,10.59,0.0
2022-05-06 08:00:00,13.22,92.1,120.1,30.62,162.3,4.518,12.0,0.0
2022-05-06 09:00:00,13.44,99.3,147.0,29.29,170.0,5.018,10.59,0.706
2022-05-06 10:00:00,13.47,95.9,245.7,29.94,170.5,4.95,11.3,0.0
2022-05-06 11:00:00,13.74,97.6,228.7,30.47,168.6,5.691,14.83,0.0
2022-05-06 12:00:00,14.56,93.5,275.9,31.4,182.5,5.489,15.53,0.706
2022-05-06 13:00:00,14.66,96.0,420.8,33.15,282.6,9.23,26.83,1.412
2022-05-06 14:00:00,14.7,87.9,380.9,35.61,15.81,6.74,16.24,0.706
2022-05-06 15:00:00,14.32,95.6,140.4,31.6,91.1,4.426,12.0,0.706
2022-05-06 16:00:00,14.15,91.4,216.9,35.5,63.83,5.86,18.36,1.412
2022-05-06 17:00:00,14.24,99.4,109.6,28.79,200.9,9.13,26.12,0.706
2022-05-06 18:00:00,14.04,99.8,19.76,28.56,357.9,8.03,33.18,2.118
2022-05-06 19:00:00,13.61,100.0,9.71,27.79,202.2,7.517,21.89,1.412
2022-05-06 20:00:00,13.37,100.0,0.0,27.47,89.5,3.606,14.83,0.0
2022-05-06 21:00:00,13.17,100.0,0.0,27.5,28.18,3.161,8.47,0.0
2022-05-06 22:00:00,13.01,100.0,0.0,27.29,47.77,2.316,7.06,0.0
2022-05-06 23:00:00,12.88,100.0,0.0,26.38,276.4,1.247,7.06,0.0
2022-05-07 00:00:00,12.81,100.0,0.0,26.04,313.9,4.842,10.59,1.412
2022-05-07 01:00:00,12.75,100.0,0.0,25.34,272.4,5.67,14.83,2.118
2022-05-07 02:00:00,12.71,100.0,0.0,25.24,287.6,4.999,11.3,0.0
2022-05-07 03:00:00,12.68,100.0,0.0,25.14,194.5,2.344,5.648,0.0
2022-05-07 04:00:00,12.64,100.0,0.0,25.71,302.9,6.262,15.53,0.0
2022-05-07 05:00:00,12.62,99.9,5.767,25.14,279.8,7.503,22.59,2.118
2022-05-07 06:00:00,12.63,100.0,84.4,25.41,314.4,11.89,25.42,3.53
2022-05-07 07:00:00,12.75,99.0,140.2,24.98,353.6,11.28,19.77,4.942
2022-05-07 08:00:00,12.8,99.5,245.9,25.85,341.9,10.59,17.65,5.648
2022-05-07 09:00:00,14.18,96.6,580.0,32.22,348.7,8.34,16.94,2.824
2022-05-07 10:00:00,14.83,81.5,888.0,28.94,332.8,10.14,24.0,4.236
2022-05-07 11:00:00,14.82,77.83,1047.0,23.54,301.4,15.61,28.95,5.648
2022-05-07 12:00:00,14.48,72.79,990.0,26.12,297.5,15.17,28.95,6.354
2022-05-07 13:00:00,14.39,83.2,790.5,26.64,300.6,13.24,26.83,4.942
2022-05-07 14:00:00,14.4,76.34,678.4,25.05,295.7,13.01,33.89,4.942
2022-05-07 15:00:00,14.41,84.6,698.5,25.32,318.3,13.35,28.95,4.942
2022-05-07 16:00:00,14.42,92.2,390.8,21.42,317.5,12.63,31.77,4.236
2022-05-07 17:00:00,14.35,95.7,128.6,19.81,306.3,13.24,23.3,5.648
2022-05-07 18:00:00,13.96,95.3,76.97,19.07,326.4,13.81,33.18,4.236
2022-05-07 19:00:00,13.81,95.3,17.36,18.39,332.8,12.65,30.36,4.236
2022-05-07 20:00:00,13.56,95.4,0.0,18.09,345.6,10.44,31.77,2.824
2022-05-07 21:00:00,13.33,95.8,0.0,18.38,328.0,10.66,26.12,4.236
2022-05-07 22:00:00,13.13,96.5,0.0,18.09,350.2,7.919,16.94,1.412
2022-05-07 23:00:00,12.98,96.4,0.0,17.76,8.64,5.626,19.77,2.118
2022-05-08 00:00:00,12.87,95.4,0.0,16.34,17.55,5.93,14.12,2.118
2022-05-08 01:00:00,12.8,95.9,0.0,17.05,25.46,5.585,10.59,2.118
2022-05-08 02:00:00,12.75,96.1,0.0,17.37,13.78,4.542,11.3,0.0
2022-05-08 03:00:00,12.72,95.8,0.0,17.39,12.4,5.203,9.88,0.706
2022-05-08 04:00:00,12.69,94.4,0.0,16.12,1.738,3.993,12.0,0.706
2022-05-08 05:00:00,12.65,94.4,14.67,14.89,349.3,5.36,12.0,1.412
2022-05-08 06:00:00,12.72,95.5,81.3,16.31,7.42,4.66,7.766,2.118
2022-05-08 07:00:00,13.01,89.6,173.4,18.79,9.99,3.775,7.766,0.0
2022-05-08 08:00:00,13.68,81.2,550.7,23.22,334.3,2.314,7.06,0.0
2022-05-08 09:00:00,14.75,79.98,694.0,28.04,1.414,2.895,10.59,0.0
2022-05-08 10:00:00,14.83,79.27,434.3,27.0,349.9,4.075,12.0,0.0
2022-05-08 11:00:00,14.79,74.49,573.9,29.42,326.7,3.291,9.18,0.0
2022-05-08 12:00:00,14.41,57.44,952.0,37.94,348.2,3.954,9.88,0.706
2022-05-08 13:00:00,14.4,68.39,634.3,31.53,334.8,4.318,8.47,1.412
2022-05-08 14:00:00,14.38,60.24,999.0,35.89,340.9,5.473,10.59,2.118
2022-05-08 15:00:00,14.36,71.75,878.0,30.77,335.3,6.24,12.0,2.824
2022-05-08 16:00:00,14.39,82.7,583.6,25.92,333.0,8.33,14.83,3.53
2022-05-08 17:00:00,14.4,92.7,258.3,21.66,332.5,10.21,17.65,6.354
2022-05-08 18:00:00,14.08,96.9,39.74,19.49,334.3,10.74,17.65,4.942
2022-05-08 19:00:00,13.73,96.7,14.62,18.93,329.0,9.98,17.65,5.648
2022-05-08 20:00:00,13.48,95.8,0.0,16.99,324.4,11.43,18.36,6.354
2022-05-08 21:00:00,13.27,96.7,0.0,18.6,328.0,11.26,19.77,6.354
2022-05-08 22:00:00,13.09,96.1,0.0,17.41,325.5,8.38,15.53,4.236
2022-05-08 23:00:00,12.94,94.7,0.0,16.47,317.9,12.59,18.36,3.53
2022-05-09 00:00:00,12.84,95.0,0.0,16.44,326.0,7.923,17.65,3.53
2022-05-09 01:00:00,12.78,95.9,0.0,16.48,336.2,8.15,17.65,2.824
2022-05-09 02:00:00,12.74,95.4,0.0,17.2,337.3,8.13,15.53,1.412
2022-05-09 03:00:00,12.71,96.0,0.0,17.63,339.4,8.1,14.12,3.53
2022-05-09 04:00:00,12.68,95.7,0.0,17.0,334.7,10.49,24.71,4.236
2022-05-09 05:00:00,12.65,95.6,7.709,16.91,318.8,11.5,23.3,4.236
2022-05-09 06:00:00,12.66,95.5,104.1,17.93,337.0,9.2,21.18,3.53
2022-05-09 07:00:00,12.8,94.6,200.3,19.19,347.9,7.272,15.53,1.412
2022-05-09 08:00:00,13.29,92.2,496.4,25.19,347.8,7.442,14.12,2.824
2022-05-09 09:00:00,14.74,80.8,773.9,26.1,335.0,6.303,16.24,1.412
2022-05-09 10:00:00,14.84,77.55,786.6,29.37,347.8,6.67,17.65,2.118
2022-05-09 11:00:00,14.73,72.57,1021.0,29.66,340.6,6.293,13.41,2.118
2022-05-09 12:00:00,14.4,68.1,1067.0,34.57,339.5,6.197,13.41,2.118
2022-05-09 13:00:00,14.38,65.79,1105.0,31.13,340.1,6.393,13.41,2.118
2022-05-09 14:00:00,14.36,69.98,835.0,30.5,321.5,10.16,20.47,4.236
2022-05-09 15:00:00,14.37,84.9,764.4,26.48,311.7,9.15,18.36,2.824
2022-05-09 16:00:00,14.39,86.4,243.4,26.95,335.9,10.0,19.06,4.942
2022-05-09 17:00:00,14.41,87.8,243.9,24.55,334.1,9.84,20.47,2.824
2022-05-09 18:00:00,14.23,91.7,60.04,21.8,331.8,9.63,24.71,2.824
2022-05-09 19:00:00,13.87,94.9,20.67,20.44,319.3,10.63,24.0,4.236
2022-05-09 20:00:00,13.61,94.2,0.157,19.55,333.1,11.14,22.59,2.118
2022-05-09 21:00:00,13.38,93.7,0.0,19.44,324.3,11.94,23.3,4.942
2022-05-09 22:00:00,13.18,91.7,0.0,19.56,346.7,9.96,21.18,4.236
2022-05-09 23:00:00,13.01,87.1,0.0,19.43,339.6,8.8,17.65,2.824
2022-05-10 00:00:00,12.89,88.3,0.0,18.88,339.6,7.119,12.0,2.824
2022-05-10 01:00:00,12.81,93.9,0.0,17.59,339.6,6.019,11.3,2.118
2022-05-10 02:00:00,12.76,82.5,0.0,16.65,339.6,8.31,16.24,4.236
2022-05-10 03:00:00,12.73,66.09,0.0,16.8,339.6,9.31,16.94,4.942
2022-05-10 04:00:00,12.69,59.19,0.0,17.61,339.7,11.09,20.47,4.236
2022-05-10 05:00:00,12.66,57.69,28.67,17.69,339.7,9.61,17.65,4.236
2022-05-10 06:00:00,12.7,56.97,179.0,20.13,334.4,8.75,15.53,4.942
2022-05-10 07:00:00,12.87,52.17,392.1,23.16,317.7,9.08,17.65,3.53
2022-05-10 08:00:00,13.3,50.59,614.5,24.57,325.6,7.148,14.83,2.824
2022-05-10 09:00:00,14.46,53.61,771.2,31.09,339.3,4.828,15.53,0.706
2022-05-10 10:00:00,14.87,58.44,969.0,30.05,354.5,3.958,9.18,0.706
2022-05-10 11:00:00,14.82,51.86,1085.0,35.85,344.6,2.375,5.648,0.0
2022-05-10 12:00:00,14.41,56.98,1225.0,35.44,346.6,5.974,13.41,2.824
2022-05-10 13:00:00,14.36,46.8,1222.0,41.77,341.6,5.254,12.0,1.412
2022-05-10 14:00:00,14.33,55.82,679.3,37.44,348.0,5.258,9.18,2.118
2022-05-10 15:00:00,14.33,64.28,786.1,32.86,341.5,6.354,13.41,2.824
2022-05-10 16:00:00,14.36,62.04,796.2,33.9,342.1,8.24,19.77,4.236
2022-05-10 17:00:00,14.36,67.45,392.8,31.55,341.1,7.305,18.36,2.824
2022-05-10 18:00:00,14.29,79.11,179.7,26.78,336.5,6.713,14.12,3.53
2022-05-10 19:00:00,13.92,90.7,34.23,23.7,338.7,6.544,14.12,3.53
2022-05-10 20:00:00,13.65,96.0,0.0,22.89,348.2,7.44,15.53,2.824
2022-05-10 21:00:00,13.41,97.3,0.0,23.01,344.8,7.446,19.06,2.824
2022-05-10 22:00:00,13.21,97.2,0.0,23.11,345.2,6.509,14.12,2.118
2022-05-10 23:00:00,13.03,97.3,0.0,23.4,0.565,3.016,7.06,0.0
2022-05-11 00:00:00,12.91,97.9,0.0,23.45,12.77,0.782,4.236,0.0
2022-05-11 01:00:00,12.82,99.3,0.0,20.52,230.0,3.448,7.06,0.0
2022-05-11 02:00:00,12.77,97.5,0.0,18.75,3.811,2.924,6.354,0.0
2022-05-11 03:00:00,12.73,96.3,0.0,18.13,331.7,4.107,9.88,1.412
2022-05-11 04:00:00,12.7,96.5,0.0,19.46,342.6,4.122,9.88,2.118
2022-05-11 05:00:00,12.67,97.2,47.44,18.52,192.1,7.913,14.12,0.0
2022-05-11 06:00:00,12.7,83.9,184.0,21.33,182.7,5.087,9.88,0.0
2022-05-11 07:00:00,12.9,51.64,402.0,28.61,204.5,2.118,9.18,0.0
2022-05-11 08:00:00,13.36,58.97,418.0,30.54,64.74,2.628,7.06,0.0
2022-05-11 09:00:00,14.59,70.15,767.7,28.7,176.5,4.715,9.18,0.0
2022-05-11 10:00:00,14.9,60.75,1009.0,34.45,166.7,4.752,9.88,0.0
2022-05-11 11:00:00,14.82,57.8,1063.0,33.53,107.1,3.926,9.88,0.706
2022-05-11 12:00:00,14.4,55.39,1190.0,33.83,167.6,6.044,12.0,2.824
2022-05-11 13:00:00,14.36,50.61,1226.0,36.35,165.2,5.109,8.47,2.118
2022-05-11 14:00:00,14.33,55.9,629.3,36.96,238.2,2.822,9.88,0.0
2022-05-11 15:00:00,14.36,64.04,320.0,32.82,276.3,2.142,7.06,0.0
2022-05-11 16:00:00,14.36,63.3,282.8,34.52,336.7,2.487,6.354,0.0
2022-05-11 17:00:00,14.26,76.03,158.8,30.94,16.49,3.471,7.766,0.706
2022-05-11 18:00:00,14.05,84.8,98.0,28.86,26.74,6.84,12.0,2.824
2022-05-11 19:00:00,13.79,93.1,19.7,26.68,28.01,6.891,12.0,1.412
2022-05-11 20:00:00,13.54,98.1,0.0,25.06,28.19,6.566,12.0,1.412
2022-05-11 21:00:00,13.32,98.5,0.0,24.48,74.52,3.648,12.0,0.0
2022-05-11 22:00:00,13.13,98.8,0.0,22.55,171.2,5.77,12.0,2.118
2022-05-11 23:00:00,12.97,98.0,0.0,23.25,25.64,3.312,7.06,0.0
2022-05-12 00:00:00,12.86,98.0,0.0,21.4,153.2,5.036,11.3,0.0
2022-05-12 01:00:00,12.79,98.2,0.0,22.81,41.49,4.989,9.18,0.0
2022-05-12 02:00:00,12.75,98.8,0.0,21.63,176.0,3.528,7.06,0.0
2022-05-12 03:00:00,12.71,97.1,0.0,22.43,89.4,3.73,8.47,0.0
2022-05-12 04:00:00,12.68,97.9,0.0,21.83,92.2,1.563,5.648,0.0
2022-05-12 05:00:00,12.65,98.8,9.6,21.87,178.8,2.877,8.47,0.0
2022-05-12 06:00:00,12.62,98.3,28.99,22.51,179.3,6.876,12.71,4.236
2022-05-12 07:00:00,12.67,97.2,279.3,23.82,178.5,9.86,16.24,5.648
2022-05-12 08:00:00,12.7,98.2,339.8,23.92,181.8,14.01,28.95,8.47
2022-05-12 09:00:00,12.98,97.9,273.6,24.65,183.8,24.91,37.42,15.53
2022-05-12 10:00:00,13.92,97.0,438.8,25.83,179.3,16.63,31.06,7.06
2022-05-12 11:00:00,14.9,96.3,487.7,26.44,176.0,18.06,35.3,6.354
2022-05-12 12:00:00,14.49,98.8,384.2,25.48,183.1,22.14,43.07,9.88
2022-05-12 13:00:00,14.26,98.6,436.5,25.48,185.5,22.97,42.36,11.3
2022-05-12 14:00:00,14.72,98.6,448.2,25.15,185.1,19.57,35.3,7.766
2022-05-12 15:00:00,14.52,98.6,451.2,26.47,184.1,20.86,35.3,9.18
2022-05-12 16:00:00,14.36,98.9,161.1,25.31,184.9,15.75,32.48,7.766
2022-05-12 17:00:00,13.94,99.1,213.7,27.79,144.5,6.256,24.0,0.0
2022-05-12 18:00:00,13.84,97.7,122.0,22.96,350.7,5.154,16.24,0.706
2022-05-12 19:00:00,13.65,96.5,68.63,19.82,315.1,9.04,24.0,2.824
2022-05-12 20:00:00,13.45,96.2,0.3,17.7,300.5,11.21,23.3,4.236
2022-05-12 21:00:00,13.23,96.3,0.0,18.08,308.1,8.78,24.71,2.824
2022-05-12 22:00:00,13.05,95.5,0.0,16.68,308.9,10.69,26.12,2.824
2022-05-12 23:00:00,12.91,95.6,0.0,16.78,307.6,9.43,26.12,2.824
2022-05-13 00:00:00,12.82,95.6,0.0,17.0,323.8,7.721,16.94,1.412
2022-05-13 01:00:00,12.76,94.6,0.0,16.0,296.2,11.32,25.42,2.824
2022-05-13 02:00:00,12.72,94.4,0.0,15.08,307.8,8.27,24.0,1.412
2022-05-13 03:00:00,12.68,93.2,0.0,15.36,339.0,6.395,17.65,1.412
2022-05-13 04:00:00,12.65,90.7,0.0,14.48,346.8,7.174,20.47,2.118
2022-05-13 05:00:00,12.62,93.0,35.1,14.15,17.21,6.782,13.41,2.118
2022-05-13 06:00:00,12.65,83.7,189.4,17.36,359.2,6.836,15.53,2.824
2022-05-13 07:00:00,12.8,74.29,403.0,21.12,335.8,5.999,19.06,1.412
2022-05-13 08:00:00,13.14,64.91,640.4,25.79,325.8,6.442,17.65,2.118
2022-05-13 09:00:00,14.34,77.38,571.1,27.71,139.4,1.563,5.648,0.0
2022-05-13 10:00:00,14.84,78.24,433.4,28.31,171.3,2.391,5.648,0.0
2022-05-13 11:00:00,14.84,75.16,723.2,30.55,181.7,4.373,8.47,1.412
2022-05-13 12:00:00,14.52,76.74,875.0,30.48,185.2,5.401,10.59,2.118
2022-05-13 13:00:00,14.42,78.84,662.9,28.87,184.4,7.266,11.3,3.53
2022-05-13 14:00:00,14.42,75.61,786.5,29.91,175.9,6.546,11.3,3.53
2022-05-13 15:00:00,14.41,78.61,588.6,28.77,184.9,7.729,13.41,4.236
2022-05-13 16:00:00,14.42,82.7,472.5,28.33,170.9,9.05,14.83,5.648
2022-05-13 17:00:00,14.39,92.0,213.4,26.17,165.3,6.858,13.41,2.824
2022-05-13 18:00:00,14.08,96.6,108.0,23.49,177.3,8.18,12.71,3.53
2022-05-13 19:00:00,13.8,98.2,29.52,23.31,174.8,6.142,11.3,3.53
2022-05-13 20:00:00,13.54,98.6,0.171,23.68,181.2,4.816,9.18,2.118
2022-05-13 21:00:00,13.32,99.6,0.0,24.6,180.9,10.55,16.24,6.354
2022-05-13 22:00:00,13.13,99.5,0.0,24.83,177.3,11.73,19.06,8.47
2022-05-13 23:00:00,12.97,99.9,0.0,25.54,178.1,10.64,14.12,4.236
2022-05-14 00:00:00,12.86,100.0,0.0,26.83,170.2,7.631,12.0,2.118
2022-05-14 01:00:00,12.79,100.0,0.0,27.16,170.3,7.982,14.12,2.824
2022-05-14 02:00:00,12.75,100.0,0.0,28.75,176.0,9.17,16.94,3.53
2022-05-14 03:00:00,12.71,100.0,0.0,29.96,166.8,8.16,15.53,1.412
2022-05-14 04:00:00,12.68,100.0,0.0,31.74,299.0,7.813,22.59,1.412
2022-05-14 05:00:00,12.64,100.0,2.569,31.16,230.1,4.944,13.41,0.0
2022-05-14 06:00:00,12.62,100.0,25.47,29.52,174.6,6.585,10.59,3.53
2022-05-14 07:00:00,12.61,100.0,116.5,32.18,154.8,3.744,8.47,0.0
2022-05-14 08:00:00,12.64,100.0,126.2,31.98,164.4,4.569,8.47,1.412
2022-05-14 09:00:00,13.06,97.1,310.7,32.97,141.3,5.262,15.53,1.412
2022-05-14 10:00:00,14.37,90.8,657.2,35.61,170.8,6.309,13.41,0.0
2022-05-14 11:00:00,14.82,82.7,1099.0,38.91,161.9,7.468,12.71,3.53
2022-05-14 12:00:00,14.8,74.47,610.4,42.8,88.2,5.34,14.83,1.412
2022-05-14 13:00:00,14.47,74.63,527.5,42.03,30.63,7.348,14.83,2.824
2022-05-14 14:00:00,14.37,70.7,892.0,41.79,74.97,3.167,7.06,0.706
2022-05-14 15:00:00,14.35,73.36,584.5,40.94,127.0,3.23,9.18,0.0
2022-05-14 16:00:00,14.35,70.89,516.8,40.93,173.5,6.015,11.3,1.412
2022-05-14 17:00:00,14.35,78.22,308.3,37.82,166.9,5.826,11.3,2.824
2022-05-14 18:00:00,14.2,78.55,180.6,36.61,174.4,4.467,9.18,0.706
2022-05-14 19:00:00,13.93,80.7,63.6,35.05,153.9,5.069,7.766,0.706
2022-05-14 20:00:00,13.66,87.9,1.356,32.86,155.4,5.55,9.18,2.118
2022-05-14 21:00:00,13.42,95.1,0.0,32.15,160.0,7.301,10.59,4.942
2022-05-14 22:00:00,13.21,97.4,0.0,32.0,174.5,9.67,15.53,4.236
2022-05-14 23:00:00,13.04,89.5,0.0,31.9,175.2,10.93,17.65,4.942
2022-05-15 00:00:00,12.91,93.9,0.0,32.07,173.1,8.53,15.53,2.824
2022-05-15 01:00:00,12.82,91.6,0.0,32.24,26.17,7.14,16.94,1.412
2022-05-15 02:00:00,12.77,89.0,0.0,34.61,128.1,7.844,16.24,2.118
2022-05-15 03:00:00,12.73,92.9,0.0,34.71,133.5,7.444,14.12,2.118
2022-05-15 04:00:00,12.7,100.0,0.0,34.23,168.0,11.05,16.24,5.648
2022-05-15 05:00:00,12.67,100.0,8.79,34.68,171.0,10.02,16.24,5.648
2022-05-15 06:00:00,12.66,100.0,37.97,34.77,169.0,10.64,14.83,7.766
2022-05-15 07:00:00,12.71,100.0,59.66,36.22,178.9,12.15,24.0,4.942
2022-05-15 08:00:00,12.84,97.0,260.0,37.28,167.8,11.3,23.3,2.824
2022-05-15 09:00:00,13.3,95.5,196.9,37.07,169.8,16.85,30.36,7.06
2022-05-15 10:00:00,13.76,94.8,110.3,36.05,183.6,15.95,33.89,5.648
2022-05-15 11:00:00,14.51,92.8,595.3,39.15,189.9,24.97,43.77,6.354
2022-05-15 12:00:00,14.28,98.8,138.2,38.68,186.2,16.77,37.42,2.118
2022-05-15 13:00:00,13.99,93.9,116.4,38.88,346.8,5.432,14.83,2.118
2022-05-15 14:00:00,14.15,96.7,596.5,38.59,124.2,8.64,28.95,0.706
2022-05-15 15:00:00,14.72,89.4,664.8,41.17,183.2,12.82,24.71,3.53
2022-05-15 16:00:00,14.27,94.6,312.1,39.55,175.5,9.49,26.83,2.118
2022-05-15 17:00:00,14.3,87.5,415.4,42.43,26.37,10.6,27.53,1.412
2022-05-15 18:00:00,14.14,83.3,94.5,38.19,61.37,12.11,30.36,1.412
2022-05-15 19:00:00,13.9,100.0,33.19,36.73,20.0,13.91,23.3,3.53
2022-05-15 20:00:00,13.62,100.0,1.855,35.22,19.77,12.87,21.89,7.06
2022-05-15 21:00:00,13.39,100.0,0.0,33.81,27.06,11.15,19.06,4.942
2022-05-15 22:00:00,13.18,100.0,0.0,33.19,30.39,7.688,13.41,1.412
2022-05-15 23:00:00,13.02,100.0,0.0,33.71,25.89,7.731,13.41,3.53
2022-05-16 00:00:00,12.89,100.0,0.0,32.83,27.81,7.24,12.71,2.824
2022-05-16 01:00:00,12.81,100.0,0.0,31.69,33.56,4.834,9.18,0.706
2022-05-16 02:00:00,12.76,100.0,0.0,32.08,25.98,5.958,10.59,1.412
2022-05-16 03:00:00,12.72,100.0,0.0,31.76,31.04,3.859,8.47,0.0
2022-05-16 04:00:00,12.68,100.0,0.0,31.47,30.21,5.73,9.88,1.412
2022-05-16 05:00:00,12.65,100.0,6.823,31.42,30.2,4.197,7.766,1.412
2022-05-16 06:00:00,12.63,100.0,40.05,31.72,30.19,4.411,8.47,0.706
2022-05-16 07:00:00,12.71,94.8,141.7,33.24,26.46,2.457,5.648,0.0
2022-05-16 08:00:00,13.1,83.9,311.9,35.88,356.9,0.984,3.53,0.0
2022-05-16 09:00:00,14.41,87.6,375.7,35.88,9.52,1.543,7.06,0.0
2022-05-16 10:00:00,14.63,78.51,545.4,40.12,84.9,2.102,6.354,0.0
2022-05-16 11:00:00,14.7,69.24,553.7,43.71,8.35,3.208,7.06,0.706
2022-05-16 12:00:00,14.42,76.09,498.7,40.35,31.06,1.539,4.942,0.0
2022-05-16 13:00:00,14.27,83.3,600.6,37.01,356.5,1.224,5.648,0.0
2022-05-16 14:00:00,14.27,72.71,949.0,39.48,340.2,3.304,12.0,0.0
2022-05-16 15:00:00,14.2,69.81,581.9,40.61,350.3,5.068,11.3,0.706
2022-05-16 16:00:00,14.22,70.92,416.9,40.6,357.2,3.852,8.47,1.412
2022-05-16 17:00:00,14.25,79.99,384.3,37.42,359.1,3.71,6.354,0.706
2022-05-16 18:00:00,14.27,88.2,140.6,33.14,8.54,4.836,8.47,2.118
2022-05-16 19:00:00,13.95,96.1,33.86,29.55,24.05,4.736,9.18,2.118
2022-05-16 20:00:00,13.67,96.4,1.385,26.16,326.2,6.615,16.24,0.706
2022-05-16 21:00:00,13.43,100.0,0.0,26.6,343.8,7.109,16.24,0.706
2022-05-16 22:00:00,13.22,99.3,0.0,26.74,28.13,4.216,9.18,1.412
2022-05-16 23:00:00,13.05,99.1,0.0,24.86,40.61,2.614,6.354,0.0
2022-05-17 00:00:00,12.91,97.5,0.0,24.01,173.0,1.235,5.648,0.0
2022-05-17 01:00:00,12.82,99.4,0.0,23.6,31.43,1.022,4.236,0.0
2022-05-17 02:00:00,12.77,96.6,0.0,23.38,188.1,1.738,4.236,0.0
2022-05-17 03:00:00,12.73,98.6,0.0,22.45,41.65,3.677,7.06,0.0
2022-05-17 04:00:00,12.7,96.0,0.0,22.56,179.7,1.406,6.354,0.0
2022-05-17 05:00:00,12.67,90.2,13.11,20.69,335.8,1.618,4.236,0.0
2022-05-17 06:00:00,12.67,81.0,73.02,22.93,191.4,3.261,5.648,0.706
2022-05-17 07:00:00,12.79,86.5,271.8,26.75,189.2,1.765,5.648,0.0
2022-05-17 08:00:00,13.33,82.7,364.3,27.73,205.5,4.726,11.3,0.706
2022-05-17 09:00:00,14.6,69.77,695.5,35.86,31.46,2.8,9.18,0.0
2022-05-17 10:00:00,14.71,75.3,948.0,34.26,149.9,3.079,8.47,0.0
2022-05-17 11:00:00,14.68,65.17,695.5,40.72,1.747,2.477,7.766,0.0
2022-05-17 12:00:00,14.24,79.25,666.3,35.38,109.6,3.32,10.59,0.706
2022-05-17 13:00:00,14.24,63.0,1333.0,40.63,178.5,6.17,13.41,2.118
2022-05-17 14:00:00,14.19,59.02,718.5,43.42,198.8,1.861,5.648,0.0
2022-05-17 15:00:00,14.16,61.6,637.4,42.45,30.01,1.81,5.648,0.0
2022-05-17 16:00:00,14.18,80.6,245.5,37.3,21.9,4.634,9.88,0.706
2022-05-17 17:00:00,14.26,88.1,258.2,34.79,11.09,6.746,13.41,1.412
2022-05-17 18:00:00,14.3,92.2,224.5,32.78,171.0,6.507,15.53,0.0
