DateTime,Battery Voltage  (v) ,Relative Humidity  (%) ,Solar Radiation  (W/m2) ,Temperature  (deg F) ,Wind Direction  (deg.) ,Wind Speed Average  (mph) ,Wind Speed Maximum  (mph) ,Wind Speed Minimum  (mph) 
2022-01-01 00:00:00,12.81,33.67,0.0,7.643,19.33,11.38,17.65,6.354
2022-01-01 01:00:00,12.8,26.13,0.0,11.1,12.31,10.99,18.36,4.942
2022-01-01 02:00:00,12.78,25.91,0.0,14.56,329.3,8.76,19.06,3.53
2022-01-01 03:00:00,12.77,21.44,0.0,17.62,326.5,13.37,22.59,6.354
2022-01-01 04:00:00,12.75,22.61,0.0,17.59,330.1,13.62,26.83,6.354
2022-01-01 05:00:00,12.74,29.95,0.0,19.17,325.0,15.18,27.53,5.648
2022-01-01 06:00:00,12.73,53.84,0.0,19.4,340.1,13.82,28.95,4.236
2022-01-01 07:00:00,12.72,59.47,0.0,19.3,329.0,12.37,26.83,4.236
2022-01-01 08:00:00,12.71,59.52,4.312,18.5,333.5,11.7,22.59,4.942
2022-01-01 09:00:00,12.8,70.32,70.2,20.75,312.1,16.73,31.77,6.354
2022-01-01 10:00:00,13.15,76.59,76.17,19.62,323.9,15.66,36.01,6.354
2022-01-01 11:00:00,13.82,81.2,141.5,21.73,308.2,15.2,30.36,4.942
2022-01-01 12:00:00,14.45,73.12,72.17,19.56,259.3,9.9,24.0,2.118
2022-01-01 13:00:00,14.93,55.31,390.6,25.0,291.7,9.81,22.59,3.53
2022-01-01 14:00:00,14.67,55.25,309.0,25.69,276.6,7.719,20.47,2.824
2022-01-01 15:00:00,14.46,53.2,123.1,23.62,299.1,8.07,21.18,1.412
2022-01-01 16:00:00,14.15,46.14,35.06,26.06,269.1,9.27,23.3,4.236
2022-01-01 17:00:00,13.61,43.87,0.0,27.84,290.3,15.93,33.18,4.942
2022-01-01 18:00:00,13.32,35.2,0.0,28.16,295.4,15.44,41.65,6.354
2022-01-01 19:00:00,13.12,33.78,0.0,28.37,287.5,15.16,33.18,6.354
2022-01-01 20:00:00,12.99,37.19,0.0,28.04,271.7,13.42,28.95,4.236
2022-01-01 21:00:00,12.91,35.87,0.0,28.52,263.8,11.93,26.83,4.942
2022-01-01 22:00:00,12.86,37.22,0.0,28.44,257.8,10.89,29.65,3.53
2022-01-01 23:00:00,12.83,35.9,0.0,29.39,249.2,13.62,36.01,4.942
2022-01-02 00:00:00,12.81,32.01,0.0,30.16,257.8,14.14,37.42,4.942
2022-01-02 01:00:00,12.79,35.94,0.0,29.55,246.7,13.22,39.54,5.648
2022-01-02 02:00:00,12.78,34.77,0.0,30.41,229.9,11.34,40.95,3.53
2022-01-02 03:00:00,12.76,34.12,0.0,30.27,222.6,10.86,33.18,3.53
2022-01-02 04:00:00,12.74,47.81,0.0,27.43,187.7,10.48,22.59,3.53
2022-01-02 05:00:00,12.73,42.98,0.0,28.1,191.1,9.62,19.06,2.824
2022-01-02 06:00:00,12.71,52.33,0.0,26.6,181.4,8.95,34.59,2.824
2022-01-02 07:00:00,12.7,53.12,0.0,25.95,151.4,7.091,17.65,0.706
2022-01-02 08:00:00,12.7,68.78,2.57,22.41,200.8,7.623,19.77,0.706
2022-01-02 09:00:00,12.73,67.98,45.69,23.04,160.1,6.423,16.94,1.412
2022-01-02 10:00:00,12.91,84.3,116.8,22.13,171.7,7.033,14.12,2.118
2022-01-02 11:00:00,13.21,94.4,86.1,22.07,186.0,21.25,37.42,5.648
2022-01-02 12:00:00,13.42,94.9,138.4,22.24,186.8,28.43,46.6,14.83
2022-01-02 13:00:00,13.53,97.5,100.2,21.13,184.3,39.18,60.72,18.36
2022-01-02 14:00:00,13.52,97.3,90.3,20.94,178.9,27.33,55.77,13.41
2022-01-02 15:00:00,13.45,97.4,18.73,20.81,179.7,35.52,57.89,15.53
2022-01-02 16:00:00,13.24,97.7,16.08,20.88,179.1,33.2,60.01,19.77
2022-01-02 17:00:00,13.07,97.8,0.0,21.28,181.0,35.97,65.66,16.24
2022-01-02 18:00:00,12.94,98.0,0.0,21.25,183.7,45.15,61.42,26.12
2022-01-02 19:00:00,12.87,97.9,0.0,21.68,189.3,47.17,67.78,28.95
2022-01-02 20:00:00,12.82,97.9,0.0,21.43,186.4,35.95,59.3,24.71
2022-01-02 21:00:00,12.78,98.2,0.0,22.18,188.1,39.26,68.48,24.0
2022-01-02 22:00:00,12.74,98.3,0.0,22.41,191.0,39.02,59.3,23.3
2022-01-02 23:00:00,12.71,98.4,0.0,22.46,186.7,39.81,64.95,21.89
2022-01-03 00:00:00,12.7,98.4,0.0,22.57,186.9,42.87,62.83,24.0
2022-01-03 01:00:00,12.69,98.2,0.0,21.96,187.2,31.28,59.3,16.24
2022-01-03 02:00:00,12.69,97.7,0.0,20.93,174.3,18.75,45.89,4.942
2022-01-03 03:00:00,12.69,97.8,0.0,20.98,163.8,9.6,28.24,0.0
2022-01-03 04:00:00,12.69,97.5,0.0,20.65,101.3,4.903,14.12,0.706
2022-01-03 05:00:00,12.7,97.4,0.0,20.22,44.38,5.636,20.47,0.0
2022-01-03 06:00:00,12.7,97.0,0.0,19.5,50.77,4.807,12.71,1.412
2022-01-03 07:00:00,12.7,96.7,0.0,18.63,43.46,5.858,14.83,1.412
2022-01-03 08:00:00,12.7,96.3,2.256,17.94,51.78,3.912,11.3,0.0
2022-01-03 09:00:00,12.71,95.9,19.71,16.69,125.3,7.521,22.59,2.118
2022-01-03 10:00:00,12.78,95.6,46.58,16.0,251.4,11.62,31.77,2.118
2022-01-03 11:00:00,12.91,95.5,72.57,16.74,52.97,7.715,24.0,1.412
2022-01-03 12:00:00,12.99,95.3,62.23,15.93,63.96,6.783,16.94,1.412
2022-01-03 13:00:00,13.09,94.7,156.6,15.83,35.37,8.66,32.48,1.412
2022-01-03 14:00:00,13.32,94.2,100.1,13.73,334.2,9.36,28.95,2.118
2022-01-03 15:00:00,13.32,94.0,73.98,12.26,300.3,12.7,33.18,3.53
2022-01-03 16:00:00,13.28,93.5,27.65,11.17,282.8,9.08,32.48,2.118
2022-01-03 17:00:00,13.12,93.1,0.771,10.05,30.38,7.666,26.83,1.412
2022-01-03 18:00:00,12.96,93.3,0.0,9.96,39.13,5.672,12.71,1.412
2022-01-03 19:00:00,12.86,93.5,0.0,10.79,49.11,3.108,10.59,0.0
2022-01-03 20:00:00,12.8,92.6,0.0,10.0,17.25,4.726,11.3,0.0
2022-01-03 21:00:00,12.75,93.9,0.0,11.08,359.3,6.103,19.77,1.412
2022-01-03 22:00:00,12.72,93.6,0.0,11.07,202.4,6.036,21.18,0.706
2022-01-03 23:00:00,12.7,94.0,0.0,11.81,170.0,1.387,6.354,0.0
2022-01-04 00:00:00,12.7,94.1,0.0,12.53,259.4,5.981,28.95,0.0
2022-01-04 01:00:00,12.69,93.9,0.0,12.53,272.1,8.56,17.65,3.53
2022-01-04 02:00:00,12.69,93.7,0.0,11.61,244.3,7.164,14.12,1.412
2022-01-04 03:00:00,12.69,94.4,0.0,12.79,176.0,4.987,13.41,0.0
2022-01-04 04:00:00,12.69,93.6,0.0,12.1,123.1,4.556,14.12,0.706
2022-01-04 05:00:00,12.69,94.5,0.0,13.43,175.9,6.295,12.0,0.0
2022-01-04 06:00:00,12.69,94.7,0.0,13.83,61.36,3.699,11.3,0.0
2022-01-04 07:00:00,12.69,94.2,0.0,13.81,312.0,9.47,31.77,0.0
2022-01-04 08:00:00,12.69,93.8,2.571,13.34,297.6,14.18,36.71,3.53
2022-01-04 09:00:00,12.71,93.8,24.34,13.27,294.4,12.17,33.18,3.53
2022-01-04 10:00:00,12.85,93.1,124.2,13.73,314.0,11.6,28.95,2.824
2022-01-04 11:00:00,13.15,93.2,125.4,14.61,308.0,8.04,26.83,1.412
2022-01-04 12:00:00,13.37,94.2,141.2,16.77,209.3,1.902,9.88,0.0
2022-01-04 13:00:00,13.52,94.5,154.2,16.15,162.4,2.438,7.06,0.0
2022-01-04 14:00:00,13.43,94.8,120.5,16.72,67.62,3.381,12.0,0.0
2022-01-04 15:00:00,13.38,95.2,64.54,16.97,23.71,4.395,20.47,0.706
2022-01-04 16:00:00,13.26,95.3,19.48,16.09,134.5,4.518,12.71,0.706
2022-01-04 17:00:00,13.08,95.3,0.0,15.73,158.0,5.291,13.41,0.706
2022-01-04 18:00:00,12.97,96.9,0.0,19.85,267.2,14.4,45.18,3.53
2022-01-04 19:00:00,12.91,96.2,0.0,19.25,292.6,9.66,36.01,2.118
2022-01-04 20:00:00,12.86,97.2,0.0,20.53,323.3,9.11,24.0,2.824
2022-01-04 21:00:00,12.84,96.6,0.0,19.8,353.6,9.25,26.83,2.118
2022-01-04 22:00:00,12.81,96.7,0.0,19.46,353.2,10.07,26.12,2.824
2022-01-04 23:00:00,12.79,96.5,0.0,19.17,347.4,8.77,29.65,2.118
2022-01-05 00:00:00,12.76,95.9,0.0,18.18,326.4,12.2,32.48,2.824
2022-01-05 01:00:00,12.73,95.4,0.0,16.39,335.2,9.66,48.01,3.53
2022-01-05 02:00:00,12.71,95.1,0.0,15.14,353.8,9.94,29.65,3.53
2022-01-05 03:00:00,12.7,95.1,0.0,15.14,355.8,9.34,34.59,3.53
2022-01-05 04:00:00,12.69,94.7,0.0,14.68,358.6,11.35,29.65,3.53
2022-01-05 05:00:00,12.68,94.8,0.0,14.51,4.398,9.52,33.89,3.53
2022-01-05 06:00:00,12.68,94.8,0.0,14.4,9.32,8.21,22.59,2.118
2022-01-05 07:00:00,12.68,94.6,0.0,14.28,5.615,8.39,24.0,2.118
2022-01-05 08:00:00,12.67,94.6,2.571,13.74,8.53,5.179,16.94,1.412
2022-01-05 09:00:00,12.71,94.8,40.1,14.38,11.19,5.64,14.12,0.706
2022-01-05 10:00:00,12.91,94.6,110.3,15.29,26.19,6.511,16.94,1.412
2022-01-05 11:00:00,13.31,94.8,201.3,17.52,31.28,2.461,9.88,0.0
2022-01-05 12:00:00,13.54,94.2,184.5,17.95,35.98,3.571,6.354,1.412
2022-01-05 13:00:00,13.76,94.5,126.7,16.47,134.1,3.142,8.47,0.0
2022-01-05 14:00:00,13.46,94.8,102.6,15.85,182.1,7.493,10.59,4.236
2022-01-05 15:00:00,13.31,95.1,54.64,15.63,179.8,9.36,12.71,4.942
2022-01-05 16:00:00,13.23,95.2,16.25,15.61,181.3,10.51,14.12,6.354
2022-01-05 17:00:00,13.07,95.3,0.0,15.61,180.3,12.04,16.24,7.06
2022-01-05 18:00:00,12.98,95.5,0.0,16.16,179.5,14.05,16.94,9.88
2022-01-05 19:00:00,12.92,95.8,0.0,16.9,182.3,14.6,17.65,12.0
2022-01-05 20:00:00,12.89,96.3,0.0,18.22,177.9,14.1,19.06,8.47
2022-01-05 21:00:00,12.86,96.6,0.0,18.8,178.0,14.31,20.47,7.06
2022-01-05 22:00:00,12.84,98.3,0.0,22.98,173.2,10.53,23.3,3.53
2022-01-05 23:00:00,12.81,100.0,0.0,30.84,192.5,10.63,21.18,3.53
2022-01-06 00:00:00,12.79,100.0,0.0,25.4,181.9,12.39,24.71,4.942
2022-01-06 01:00:00,12.76,100.0,0.0,32.04,200.6,12.69,39.54,2.824
2022-01-06 02:00:00,12.74,90.7,0.0,36.97,234.2,19.52,52.95,0.706
2022-01-06 03:00:00,12.72,99.5,0.0,33.22,252.8,19.28,51.54,4.942
2022-01-06 04:00:00,12.7,100.0,0.0,32.46,259.9,19.02,42.36,7.06
2022-01-06 05:00:00,12.69,100.0,0.0,32.12,262.9,21.01,48.71,7.06
2022-01-06 06:00:00,12.68,100.0,0.0,31.02,269.2,21.4,42.36,2.824
2022-01-06 07:00:00,12.68,100.0,0.0,29.76,282.5,16.22,42.36,2.824
2022-01-06 08:00:00,12.67,100.0,1.356,29.35,274.4,7.299,25.42,0.0
2022-01-06 09:00:00,12.67,100.0,22.75,27.95,220.2,0.0,0.0,0.0
2022-01-06 10:00:00,12.7,100.0,53.84,29.47,289.8,0.0,0.0,0.0
2022-01-06 11:00:00,12.75,100.0,137.3,30.31,231.3,0.0,0.0,0.0
2022-01-06 12:00:00,12.85,100.0,125.4,30.71,227.1,0.0,0.0,0.0
2022-01-06 13:00:00,12.85,100.0,132.4,31.83,222.2,11.6,29.65,0.0
2022-01-06 14:00:00,12.86,100.0,116.8,31.81,201.7,10.65,26.83,2.824
2022-01-06 15:00:00,12.85,100.0,54.56,31.08,211.0,9.7,29.65,2.824
2022-01-06 16:00:00,12.76,100.0,18.58,30.63,37.41,5.046,16.94,0.706
2022-01-06 17:00:00,12.69,100.0,0.0,29.79,77.31,5.275,14.83,0.706
2022-01-06 18:00:00,12.66,100.0,0.0,29.27,137.8,5.925,21.89,0.0
2022-01-06 19:00:00,12.66,100.0,0.0,28.49,161.2,8.09,21.18,2.824
2022-01-06 20:00:00,12.66,100.0,0.0,28.52,172.6,10.57,18.36,3.53
2022-01-06 21:00:00,12.66,100.0,0.0,28.01,151.7,6.762,15.53,0.706
2022-01-06 22:00:00,12.64,100.0,0.0,27.99,190.5,12.71,36.01,3.53
2022-01-06 23:00:00,12.64,100.0,0.0,28.14,194.0,20.89,43.77,7.06
2022-01-07 00:00:00,12.63,100.0,0.0,27.83,213.7,22.33,36.71,9.88
2022-01-07 01:00:00,12.63,100.0,0.0,28.3,205.3,21.28,35.3,7.06
2022-01-07 02:00:00,12.63,100.0,0.0,27.79,201.3,19.84,33.89,8.47
2022-01-07 03:00:00,12.63,100.0,0.0,29.22,207.0,18.43,37.42,6.354
2022-01-07 04:00:00,12.63,100.0,0.0,29.8,226.4,17.11,60.72,6.354
2022-01-07 05:00:00,12.63,100.0,0.0,28.94,237.8,12.65,34.59,2.824
2022-01-07 06:00:00,12.63,100.0,0.0,28.31,186.9,7.282,16.94,1.412
2022-01-07 07:00:00,12.63,100.0,0.0,27.77,138.9,7.001,14.83,1.412
2022-01-07 08:00:00,12.63,100.0,2.312,27.54,196.2,5.67,19.77,1.412
2022-01-07 09:00:00,12.64,100.0,44.25,28.09,250.0,4.718,18.36,0.0
2022-01-07 10:00:00,12.79,100.0,144.9,27.05,284.0,14.1,33.89,3.53
2022-01-07 11:00:00,13.03,99.8,121.0,22.77,292.6,21.47,45.18,9.18
2022-01-07 12:00:00,14.14,99.0,223.3,21.18,277.1,19.49,40.95,9.88
2022-01-07 13:00:00,14.36,97.0,450.9,18.83,283.5,20.49,40.95,7.06
2022-01-07 14:00:00,14.73,95.5,166.8,15.32,281.9,20.8,46.6,7.06
2022-01-07 15:00:00,13.77,94.7,70.06,13.63,283.2,23.05,47.3,7.766
2022-01-07 16:00:00,13.27,94.8,20.22,13.6,292.2,18.09,36.71,4.236
2022-01-07 17:00:00,13.11,94.7,0.486,12.53,296.1,14.87,33.89,4.236
2022-01-07 18:00:00,13.02,95.1,0.0,13.3,275.0,17.12,33.18,6.354
2022-01-07 19:00:00,12.98,95.2,0.0,13.65,294.5,18.18,43.77,5.648
2022-01-07 20:00:00,12.94,95.1,0.0,13.39,320.3,18.74,53.66,4.942
2022-01-07 21:00:00,12.92,95.0,0.0,13.33,337.6,15.88,46.6,4.236
2022-01-07 22:00:00,12.9,95.2,0.0,13.63,346.7,12.7,33.89,2.824
2022-01-07 23:00:00,12.88,95.2,0.0,13.71,347.4,12.48,47.3,4.236
2022-01-08 00:00:00,12.87,95.2,0.0,13.69,333.8,16.23,45.18,5.648
2022-01-08 01:00:00,12.85,95.3,0.0,14.18,349.6,11.78,30.36,4.942
2022-01-08 02:00:00,12.84,95.3,0.0,14.04,351.6,10.58,28.24,2.824
2022-01-08 03:00:00,12.82,95.3,0.0,14.13,351.4,11.62,34.59,2.824
2022-01-08 04:00:00,12.81,95.3,0.0,14.12,354.6,8.83,26.12,2.824
2022-01-08 05:00:00,12.8,94.5,0.0,12.75,357.3,10.19,28.24,2.824
2022-01-08 06:00:00,12.78,93.7,0.0,11.62,355.6,7.607,25.42,1.412
2022-01-08 07:00:00,12.77,94.3,0.0,12.64,339.6,7.625,19.06,1.412
2022-01-08 08:00:00,12.76,94.8,8.45,14.24,315.0,11.26,25.42,3.53
2022-01-08 09:00:00,12.78,95.3,54.1,15.41,343.9,7.431,18.36,2.824
2022-01-08 10:00:00,13.47,96.2,215.8,18.79,322.0,6.54,16.94,1.412
2022-01-08 11:00:00,14.62,98.1,313.3,22.33,313.8,3.383,13.41,0.0
2022-01-08 12:00:00,14.55,98.4,240.3,21.33,197.0,1.81,5.648,0.0
2022-01-08 13:00:00,14.76,99.9,247.4,24.52,186.4,1.612,8.47,0.0
2022-01-08 14:00:00,14.02,97.8,193.1,19.84,187.4,6.901,10.59,2.118
2022-01-08 15:00:00,13.66,97.5,87.0,19.56,74.41,3.991,10.59,0.0
2022-01-08 16:00:00,13.3,97.0,24.1,18.24,185.7,10.44,16.24,5.648
2022-01-08 17:00:00,13.12,96.9,1.414,18.15,183.5,9.24,16.24,5.648
2022-01-08 18:00:00,13.01,96.3,0.0,17.37,182.8,9.13,14.12,5.648
2022-01-08 19:00:00,12.96,97.5,0.0,21.72,209.6,9.17,15.53,2.118
2022-01-08 20:00:00,12.93,97.9,0.0,22.21,172.1,6.525,12.0,1.412
2022-01-08 21:00:00,12.91,98.6,0.0,24.68,176.7,8.5,16.24,2.118
2022-01-08 22:00:00,12.89,98.3,0.0,24.75,178.0,3.732,7.06,1.412
2022-01-08 23:00:00,12.88,99.2,0.0,26.61,178.0,6.931,12.71,0.0
2022-01-09 00:00:00,12.86,100.0,0.0,28.27,208.5,6.678,12.71,0.706
2022-01-09 01:00:00,12.85,100.0,0.0,28.25,182.0,3.261,10.59,0.0
2022-01-09 02:00:00,12.84,99.3,0.0,27.75,190.5,11.65,14.12,8.47
2022-01-09 03:00:00,12.82,100.0,0.0,27.92,184.8,9.39,12.71,3.53
2022-01-09 04:00:00,12.81,99.9,0.0,27.22,171.0,9.16,13.41,2.824
2022-01-09 05:00:00,12.8,99.2,0.0,27.46,175.7,11.58,15.53,8.47
2022-01-09 06:00:00,12.79,98.6,0.0,27.25,174.7,11.41,14.12,8.47
2022-01-09 07:00:00,12.78,97.8,0.0,27.47,175.8,11.57,18.36,7.766
2022-01-09 08:00:00,12.76,93.8,5.453,29.26,178.1,14.95,24.71,7.766
2022-01-09 09:00:00,12.93,78.24,75.4,32.21,180.2,17.06,27.53,12.0
2022-01-09 10:00:00,14.62,47.48,194.6,35.49,182.8,18.29,30.36,9.18
2022-01-09 11:00:00,14.82,41.01,344.9,37.52,183.3,25.73,38.83,16.24
2022-01-09 12:00:00,14.58,39.28,392.5,38.26,187.6,29.53,40.95,16.94
2022-01-09 13:00:00,14.37,55.31,402.1,33.47,184.7,24.21,40.24,13.41
2022-01-09 14:00:00,14.39,71.32,347.1,29.94,185.0,30.76,44.48,21.18
2022-01-09 15:00:00,14.42,68.3,237.7,29.71,185.0,24.16,34.59,12.0
2022-01-09 16:00:00,13.88,76.73,19.7,26.06,182.7,18.5,32.48,7.766
2022-01-09 17:00:00,13.29,66.09,1.927,26.82,186.6,33.72,42.36,23.3
2022-01-09 18:00:00,13.09,43.19,0.0,30.33,185.4,28.51,36.71,18.36
2022-01-09 19:00:00,12.99,36.82,0.0,31.39,179.2,16.86,26.83,9.18
2022-01-09 20:00:00,12.94,35.35,0.0,33.49,185.3,12.33,19.77,4.942
2022-01-09 21:00:00,12.91,36.64,0.0,34.52,193.0,11.8,18.36,6.354
2022-01-09 22:00:00,12.89,39.91,0.0,31.51,157.0,5.446,16.24,0.0
2022-01-09 23:00:00,12.87,37.35,0.0,33.31,167.3,4.271,13.41,0.0
2022-01-10 00:00:00,12.86,37.57,0.0,32.84,6.449,3.161,9.18,0.0
2022-01-10 01:00:00,12.84,44.92,0.0,29.51,21.86,2.098,7.766,0.0
2022-01-10 02:00:00,12.83,42.37,0.0,30.12,40.4,4.224,9.88,0.0
2022-01-10 03:00:00,12.82,41.38,0.0,30.48,71.53,3.538,8.47,0.0
2022-01-10 04:00:00,12.81,41.59,0.0,30.6,49.99,5.117,12.0,1.412
2022-01-10 05:00:00,12.8,49.52,0.0,29.97,42.06,4.532,11.3,0.0
2022-01-10 06:00:00,12.79,47.02,0.0,30.75,57.02,3.026,7.766,0.0
2022-01-10 07:00:00,12.78,56.9,0.0,29.64,164.4,8.93,16.24,4.942
2022-01-10 08:00:00,12.77,54.81,2.798,29.87,137.6,5.793,13.41,0.706
2022-01-10 09:00:00,12.76,74.95,23.3,28.34,25.34,4.844,13.41,0.706
2022-01-10 10:00:00,12.81,100.0,92.0,25.57,157.0,7.15,23.3,0.0
2022-01-10 11:00:00,13.82,94.9,309.6,28.76,166.8,9.17,21.89,0.706
2022-01-10 12:00:00,14.33,99.5,240.8,27.05,184.6,12.89,18.36,6.354
2022-01-10 13:00:00,14.8,90.4,427.5,33.25,192.9,9.72,18.36,1.412
2022-01-10 14:00:00,14.44,98.6,198.3,28.77,189.0,5.326,11.3,0.706
2022-01-10 15:00:00,14.5,83.4,274.8,33.97,212.4,7.67,17.65,2.118
2022-01-10 16:00:00,13.78,99.9,19.7,27.5,196.2,7.584,15.53,0.706
2022-01-10 17:00:00,13.3,96.5,2.355,27.31,189.4,7.872,16.94,1.412
2022-01-10 18:00:00,13.09,100.0,0.0,26.37,182.7,8.75,13.41,0.0
2022-01-10 19:00:00,12.98,100.0,0.0,27.06,177.7,11.37,14.83,7.06
2022-01-10 20:00:00,12.92,100.0,0.0,27.64,173.6,11.51,16.94,2.118
2022-01-10 21:00:00,12.89,100.0,0.0,28.27,153.6,8.35,16.94,2.118
2022-01-10 22:00:00,12.87,100.0,0.0,29.47,160.8,10.71,22.59,3.53
2022-01-10 23:00:00,12.85,92.5,0.0,30.54,124.0,9.47,26.83,1.412
2022-01-11 00:00:00,12.83,93.8,0.0,30.98,171.5,9.15,38.83,1.412
2022-01-11 01:00:00,12.82,94.2,0.0,31.57,198.2,17.96,44.48,4.942
2022-01-11 02:00:00,12.81,74.04,0.0,31.34,207.1,31.54,58.6,12.0
2022-01-11 03:00:00,12.79,94.5,0.0,30.21,215.8,22.33,54.36,4.236
2022-01-11 04:00:00,12.78,100.0,0.0,30.11,207.6,7.754,20.47,2.118
2022-01-11 05:00:00,12.76,100.0,0.0,29.5,187.0,12.0,22.59,2.824
2022-01-11 06:00:00,12.75,100.0,0.0,32.11,190.2,11.8,32.48,2.824
2022-01-11 07:00:00,12.73,94.2,0.0,33.79,278.6,10.58,36.71,2.824
2022-01-11 08:00:00,12.73,95.8,2.569,32.5,237.0,9.02,27.53,2.118
2022-01-11 09:00:00,12.72,100.0,60.12,31.69,227.9,4.185,14.12,0.0
2022-01-11 10:00:00,12.74,97.2,114.2,32.6,163.9,1.383,5.648,0.0
2022-01-11 11:00:00,12.84,99.2,197.3,31.79,177.3,6.181,9.18,2.824
2022-01-11 12:00:00,13.25,97.5,242.7,32.38,177.0,6.448,12.71,2.118
2022-01-11 13:00:00,14.13,95.9,252.0,33.15,169.7,7.384,12.0,3.53
2022-01-11 14:00:00,13.76,100.0,95.0,31.51,177.7,9.77,14.12,4.942
2022-01-11 15:00:00,13.3,100.0,47.76,31.63,171.0,7.937,12.0,4.942
2022-01-11 16:00:00,13.1,100.0,15.3,31.85,167.3,10.89,28.95,2.118
2022-01-11 17:00:00,12.98,100.0,0.3,32.25,165.9,10.53,22.59,2.824
2022-01-11 18:00:00,12.91,100.0,0.0,32.25,161.3,10.07,20.47,2.118
2022-01-11 19:00:00,12.87,100.0,0.0,32.14,138.1,7.986,18.36,0.706
2022-01-11 20:00:00,12.83,100.0,0.0,32.16,171.1,10.07,17.65,2.824
2022-01-11 21:00:00,12.79,90.7,0.0,37.6,192.8,12.03,33.89,4.942
2022-01-11 22:00:00,12.75,88.0,0.0,39.71,246.0,14.08,29.65,5.648
2022-01-11 23:00:00,12.73,91.7,0.0,38.08,223.9,11.09,31.06,3.53
2022-01-12 00:00:00,12.71,98.6,0.0,35.64,171.3,8.87,25.42,3.53
2022-01-12 01:00:00,12.7,92.6,0.0,37.51,203.2,11.08,26.83,2.824
2022-01-12 02:00:00,12.7,94.3,0.0,37.24,187.2,11.27,36.71,2.824
2022-01-12 03:00:00,12.7,95.4,0.0,37.7,226.0,8.96,24.71,2.118
2022-01-12 04:00:00,12.69,97.7,0.0,37.97,273.2,6.854,19.06,0.0
2022-01-12 05:00:00,12.69,100.0,0.0,36.35,185.4,5.097,16.24,0.0
2022-01-12 06:00:00,12.69,99.9,0.0,36.06,183.1,7.87,17.65,2.118
2022-01-12 07:00:00,12.69,94.2,0.0,38.07,138.1,6.766,12.0,2.118
2022-01-12 08:00:00,12.69,100.0,2.569,36.3,180.1,7.37,15.53,1.412
2022-01-12 09:00:00,12.74,100.0,42.29,35.55,174.4,9.81,18.36,2.824
2022-01-12 10:00:00,13.02,100.0,101.5,35.93,163.9,10.59,19.06,4.236
2022-01-12 11:00:00,14.46,97.2,196.9,35.87,143.6,8.21,16.24,0.0
2022-01-12 12:00:00,14.74,94.0,258.1,36.8,163.6,9.49,20.47,2.118
2022-01-12 13:00:00,14.58,79.56,256.5,38.38,143.8,5.862,12.71,0.706
2022-01-12 14:00:00,14.28,72.59,306.3,44.56,49.07,2.587,7.766,0.0
2022-01-12 15:00:00,14.22,86.9,220.3,38.34,137.4,4.199,10.59,0.0
2022-01-12 16:00:00,14.03,80.1,43.75,36.03,74.35,4.969,14.12,0.706
2022-01-12 17:00:00,13.44,68.72,2.569,36.64,67.16,5.483,14.12,0.706
2022-01-12 18:00:00,13.16,53.15,0.0,36.12,27.21,10.18,26.83,0.706
2022-01-12 19:00:00,13.02,38.63,0.0,37.73,15.28,6.174,23.3,2.118
2022-01-12 20:00:00,12.95,26.68,0.0,39.53,44.43,6.966,24.0,2.118
2022-01-12 21:00:00,12.91,30.83,0.0,39.56,137.7,5.381,12.71,0.0
2022-01-12 22:00:00,12.88,35.07,0.0,40.11,187.5,10.2,24.71,2.824
2022-01-12 23:00:00,12.86,31.78,0.0,38.55,191.2,18.64,34.59,4.236
2022-01-13 00:00:00,12.85,34.2,0.0,38.32,192.7,28.13,53.66,12.71
2022-01-13 01:00:00,12.83,34.06,0.0,39.0,185.0,29.26,53.66,13.41
2022-01-13 02:00:00,12.82,56.86,0.0,36.28,194.2,32.05,57.19,16.94
2022-01-13 03:00:00,12.81,100.0,0.0,29.73,178.6,20.79,54.36,3.53
2022-01-13 04:00:00,12.8,100.0,0.0,29.83,155.2,8.84,16.24,3.53
2022-01-13 05:00:00,12.79,100.0,0.0,30.1,173.1,11.04,22.59,4.942
2022-01-13 06:00:00,12.77,100.0,0.0,30.57,175.0,9.55,24.0,1.412
2022-01-13 07:00:00,12.76,100.0,0.0,29.53,174.3,5.779,37.42,0.0
2022-01-13 08:00:00,12.75,100.0,2.569,28.05,183.4,15.68,38.12,4.942
2022-01-13 09:00:00,12.73,100.0,16.27,28.43,140.4,5.799,18.36,0.0
2022-01-13 10:00:00,12.74,100.0,39.11,28.6,125.7,2.522,7.06,0.0
2022-01-13 11:00:00,12.79,100.0,97.7,31.19,33.61,0.467,2.824,0.0
2022-01-13 12:00:00,14.25,98.7,113.6,32.08,29.38,1.234,4.942,0.0
2022-01-13 13:00:00,14.75,95.3,282.9,33.83,112.9,1.177,4.236,0.0
2022-01-13 14:00:00,14.75,88.7,366.3,36.6,340.9,0.994,5.648,0.0
2022-01-13 15:00:00,14.35,88.4,297.9,35.2,357.7,3.091,9.88,0.0
2022-01-13 16:00:00,13.96,98.4,16.27,30.22,37.61,2.547,7.766,0.0
2022-01-13 17:00:00,13.31,98.2,3.483,27.93,57.87,3.285,9.88,0.0
2022-01-13 18:00:00,13.1,93.6,0.0,27.21,11.51,4.862,12.0,0.0
2022-01-13 19:00:00,12.98,100.0,0.0,26.77,12.16,5.734,14.83,0.706
