"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Total Snow Depth  ("") ","Temperature  (deg F) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) "
"2022-12-30 22:00:00",12.24,94.6,280.2,23.68,0.167,0.162,0.388,0.782
"2022-12-30 21:00:00",12.27,94.6,280.2,22.86,0.167,0.162,0.386,0.782
"2022-12-30 20:00:00",12.31,94.9,280.1,22.73,0.167,0.162,0.386,0.782
"2022-12-30 19:00:00",12.35,94.5,280,22.39,0.167,0.162,0.388,0.78
"2022-12-30 18:00:00",12.4,93.9,280,22.51,0.167,0.162,0.389,0.781
"2022-12-30 17:00:00",12.42,94.5,280.2,23.94,0.167,0.162,0.394,0.778
"2022-12-30 16:00:00",12.5,94.9,280.2,24.92,0.167,0.162,0.394,0.781
"2022-12-30 15:00:00",12.63,93.3,280.2,24.04,0.167,0.163,0.394,0.782
"2022-12-30 14:00:00",12.77,93.2,280.1,24.15,0.167,0.163,0.386,0.774
"2022-12-30 13:00:00",13.19,92.7,280.3,24.84,0.168,0.163,0.389,0.779
"2022-12-30 12:00:00",13.03,93.6,280.2,23.91,0.168,0.163,0.391,0.778
"2022-12-30 11:00:00",12.6,94.5,279.8,24.81,0.168,0.163,0.39,0.785
"2022-12-30 10:00:00",11.93,95.3,280,24.17,0.168,0.163,0.386,0.78
"2022-12-30 09:00:00",11.77,95,280.2,23.18,0.168,0.164,0.396,0.789
"2022-12-30 08:00:00",11.75,94.4,280,21.66,0.168,0.164,0.396,0.787
"2022-12-30 07:00:00",11.76,94.7,280.1,21.88,0.168,0.164,0.395,0.788
"2022-12-30 06:00:00",11.76,95,280.1,22.39,0.168,0.164,0.388,0.781
"2022-12-30 05:00:00",11.76,94.9,280.2,23.2,0.168,0.164,0.386,0.778
"2022-12-30 04:00:00",11.77,95.5,280.2,24.57,0.168,0.164,0.392,0.778
"2022-12-30 03:00:00",11.77,96.3,280.2,25.59,0.168,0.164,0.393,0.777
"2022-12-30 02:00:00",11.77,96.2,280.4,25.83,0.168,0.165,0.394,0.777
"2022-12-30 01:00:00",11.77,96.3,280.4,26.11,0.168,0.165,0.394,0.777
"2022-12-30 00:00:00",11.77,96.2,280.1,25.75,0.168,0.165,0.392,0.776
"2022-12-29 23:00:00",11.78,96.5,280,26.27,0.168,0.165,0.388,0.775
"2022-12-29 22:00:00",11.78,96.7,280,26.72,0.168,0.165,0.393,0.777
"2022-12-29 21:00:00",11.78,96.2,280,26.16,0.168,0.165,0.393,0.778
"2022-12-29 20:00:00",11.79,95.5,280,25.63,0.168,0.165,0.386,0.778
"2022-12-29 19:00:00",11.79,94.2,280,24.28,0.168,0.166,0.393,0.786
"2022-12-29 18:00:00",11.8,92.5,279.8,23.02,0.168,0.166,0.395,0.787
"2022-12-29 17:00:00",11.8,94,280.1,22.59,0.168,0.166,0.387,0.78
"2022-12-29 16:00:00",11.87,92.6,280.2,23.53,0.168,0.166,0.386,0.778
"2022-12-29 15:00:00",11.98,93.9,280.2,24.29,0.168,0.166,0.385,0.778
"2022-12-29 14:00:00",12.01,92.1,280.2,24.49,0.168,0.166,0.385,0.778
"2022-12-29 13:00:00",12.01,94.1,280.2,23.75,0.168,0.167,0.385,0.778
"2022-12-29 12:00:00",12.13,93.9,280,22.92,0.169,0.167,0.385,0.777
"2022-12-29 11:00:00",11.96,94.1,278.7,22.5,0.169,0.167,0.388,0.776
"2022-12-29 10:00:00",11.83,94.3,280,21.11,0.169,0.167,0.395,0.778
"2022-12-29 09:00:00",11.8,94.1,280,21.03,0.169,0.167,0.394,0.778
"2022-12-29 08:00:00",11.85,95.1,280,21.18,0.169,0.168,0.395,0.779
"2022-12-29 07:00:00",11.87,93.5,280,21.2,0.169,0.168,0.396,0.779
"2022-12-29 06:00:00",11.89,95.4,280,20.93,0.169,0.168,0.394,0.779
"2022-12-29 05:00:00",11.91,95.5,280,21.41,0.169,0.168,0.392,0.779
"2022-12-29 04:00:00",11.93,92.7,279.6,20.08,0.169,0.168,0.383,0.779
"2022-12-29 03:00:00",11.95,94.4,278.8,19.74,0.169,0.168,0.385,0.784
"2022-12-29 02:00:00",11.97,92.1,278.8,18.63,0.169,0.169,0.388,0.784
"2022-12-29 01:00:00",12,93.2,278.6,19.71,0.169,0.169,0.386,0.783
"2022-12-29 00:00:00",12.02,93.8,279.8,18.89,0.169,0.169,0.387,0.78
"2022-12-28 23:00:00",12.05,91.4,279.8,18.45,0.169,0.169,0.385,0.779
"2022-12-28 22:00:00",12.08,92.2,280,18.21,0.169,0.169,0.382,0.773
"2022-12-28 21:00:00",12.11,92.2,279.9,17.27,0.169,0.17,0.38,0.776
"2022-12-28 20:00:00",12.15,90.7,280,16.84,0.169,0.17,0.378,0.771
"2022-12-28 19:00:00",12.18,91.1,279.5,17.53,0.169,0.17,0.378,0.772
"2022-12-28 18:00:00",12.23,91.3,280,17.73,0.169,0.17,0.378,0.764
"2022-12-28 17:00:00",12.25,92.5,280.2,19.27,0.169,0.17,0.376,0.762
"2022-12-28 16:00:00",12.35,91,280.2,20.07,0.169,0.171,0.372,0.764
"2022-12-28 15:00:00",12.51,88,280.2,22.74,0.169,0.171,0.366,0.758
"2022-12-28 14:00:00",12.61,83,280.1,23.33,0.169,0.171,0.366,0.758
"2022-12-28 13:00:00",12.88,83.3,280.2,22.08,0.169,0.171,0.366,0.754
"2022-12-28 12:00:00",12.74,81.2,280.1,21.37,0.169,0.171,0.376,0.76
"2022-12-28 11:00:00",12.26,70.16,279.9,18.9,0.169,0.172,0.375,0.76
"2022-12-28 10:00:00",11.92,67.02,280.1,19.69,0.169,0.172,0.374,0.76
"2022-12-28 09:00:00",11.78,67.23,280.2,19.2,0.169,0.172,0.372,0.76
"2022-12-28 08:00:00",11.77,75.59,279.8,18.67,0.169,0.172,0.372,0.757
"2022-12-28 07:00:00",11.78,86.1,279.8,18.83,0.169,0.172,0.368,0.758
"2022-12-28 06:00:00",11.78,86.7,279.8,18.32,0.169,0.173,0.367,0.752
"2022-12-28 05:00:00",11.78,87,279.8,18.8,0.169,0.173,0.367,0.745
"2022-12-28 04:00:00",11.78,84.9,279.8,18.71,0.169,0.173,0.367,0.741
"2022-12-28 03:00:00",11.78,85.2,279.8,19.02,0.169,0.173,0.364,0.741
"2022-12-28 02:00:00",11.78,81.9,280,19.24,0.169,0.173,0.364,0.741
"2022-12-28 01:00:00",11.78,77.05,280.2,18.08,0.169,0.173,0.363,0.741
"2022-12-28 00:00:00",11.78,77.59,280.1,19.23,0.169,0.174,0.359,0.741
"2022-12-27 23:00:00",11.79,90,279.8,20.79,0.169,0.174,0.358,0.741
"2022-12-27 22:00:00",11.79,92.5,280,20.6,0.168,0.174,0.357,0.74
"2022-12-27 21:00:00",11.79,91.8,279.7,20.94,0.168,0.174,0.356,0.739
"2022-12-27 20:00:00",11.79,93.6,280,20.71,0.168,0.174,0.347,0.729
"2022-12-27 19:00:00",11.79,92.8,280,22.12,0.168,0.174,0.348,0.724
"2022-12-27 18:00:00",11.79,93.9,280.2,23.79,0.168,0.174,0.354,0.726
"2022-12-27 17:00:00",11.76,95.2,280,26.3,0.168,0.173,0.354,0.725
"2022-12-27 16:00:00",11.76,94.6,280.2,25.99,0.167,0.173,0.349,0.721
"2022-12-27 15:00:00",11.8,94.7,280.2,25.16,0.167,0.173,0.34,0.712
"2022-12-27 14:00:00",11.88,94.6,280.3,26.43,0.167,0.173,0.339,0.711
"2022-12-27 13:00:00",11.94,96.1,280.4,26.52,0.166,0.173,0.341,0.713
"2022-12-27 12:00:00",11.98,95.1,280.2,27.32,0.166,0.172,0.339,0.714
"2022-12-27 11:00:00",11.9,95.9,280.4,27.78,0.165,0.172,0.336,0.715
"2022-12-27 10:00:00",11.78,97,280,27.82,0.164,0.172,0.334,0.716
"2022-12-27 09:00:00",11.77,97.4,280,28.38,0.164,0.171,0.327,0.719
"2022-12-27 08:00:00",11.8,97.4,280.1,29.45,0.163,0.171,0.325,0.717
"2022-12-27 07:00:00",11.8,95.6,280.1,30.59,0.162,0.17,0.319,0.714
"2022-12-27 06:00:00",11.8,97.5,280.1,30.67,0.161,0.168,0.317,0.725
"2022-12-27 05:00:00",11.8,95.3,280.1,31.12,0.159,0.165,0.315,0.727
"2022-12-27 04:00:00",11.8,94.2,280,32.65,0.158,0.161,0.316,0.746
"2022-12-27 03:00:00",11.8,89.7,279.8,34.32,0.156,0.154,0.326,0.772
"2022-12-27 02:00:00",11.81,86.2,280,34.8,0.153,0.145,0.335,0.804
"2022-12-27 01:00:00",11.8,90,280,34.55,0.15,0.133,0.353,0.842
"2022-12-27 00:00:00",11.81,92.1,279.8,35.83,0.148,0.127,0.375,0.879
"2022-12-26 23:00:00",11.81,94.7,279.2,35.72,0.144,0.126,0.392,0.88
"2022-12-26 22:00:00",11.81,96.6,47.45,34.61,0.143,0.126,0.396,0.88
"2022-12-26 21:00:00",11.81,97.3,279.4,33.93,0.143,0.126,0.392,0.88
"2022-12-26 20:00:00",11.81,97,280.1,31.34,0.143,0.125,0.392,0.88
"2022-12-26 19:00:00",11.81,95.7,280.1,33.17,0.143,0.125,0.392,0.88
"2022-12-26 18:00:00",11.81,95.4,280.1,32.9,0.143,0.125,0.393,0.881
"2022-12-26 17:00:00",11.79,97.1,280.2,31.44,0.143,0.125,0.402,0.89
"2022-12-26 16:00:00",11.78,96.6,280.1,29.98,0.143,0.125,0.403,0.891
"2022-12-26 15:00:00",11.81,96.6,280.1,28.46,0.142,0.125,0.402,0.891
"2022-12-26 14:00:00",11.84,96.3,280.1,29.07,0.141,0.125,0.397,0.888
"2022-12-26 13:00:00",11.86,95.6,280.3,30.03,0.139,0.125,0.392,0.882
"2022-12-26 12:00:00",11.85,94.6,280.3,31.39,0.138,0.125,0.392,0.886
"2022-12-26 11:00:00",11.83,95.3,280.1,31.03,0.138,0.125,0.393,0.882
"2022-12-26 10:00:00",11.78,93.8,280.1,31.86,0.138,0.125,0.401,0.88
"2022-12-26 09:00:00",11.8,93.2,279.9,35.23,0.138,0.125,0.401,0.883
"2022-12-26 08:00:00",11.83,92.7,279.9,36.01,0.138,0.125,0.397,0.883
"2022-12-26 07:00:00",11.83,91.3,279.7,36.18,0.138,0.125,0.397,0.885
"2022-12-26 06:00:00",11.83,92.7,279.9,36.56,0.138,0.125,0.397,0.886
"2022-12-26 05:00:00",11.83,92.3,279.9,36.5,0.138,0.125,0.396,0.885
"2022-12-26 04:00:00",11.83,92,279.9,36.42,0.138,0.125,0.397,0.887
"2022-12-26 03:00:00",11.83,88,279.7,37.34,0.138,0.125,0.4,0.892
"2022-12-26 02:00:00",11.84,67.82,279.7,39.15,0.138,0.125,0.397,0.889
"2022-12-26 01:00:00",11.84,74.26,279.5,38.3,0.138,0.125,0.391,0.887
"2022-12-26 00:00:00",11.84,72.05,279.2,39.51,0.138,0.125,0.391,0.886
"2022-12-25 23:00:00",11.84,75.96,279.2,39.33,0.138,0.125,0.391,0.884
"2022-12-25 22:00:00",11.84,80.4,279.3,39.06,0.138,0.125,0.391,0.887
"2022-12-25 21:00:00",11.84,83,279.3,39.58,0.138,0.125,0.391,0.887
"2022-12-25 20:00:00",11.84,92.7,279.7,38.74,0.138,0.125,0.391,0.888
"2022-12-25 19:00:00",11.84,89.2,279.9,39.34,0.138,0.125,0.391,0.888
"2022-12-25 18:00:00",11.84,90.7,279.7,39.18,0.138,0.125,0.391,0.888
"2022-12-25 17:00:00",11.82,94,279.9,38.46,0.138,0.125,0.391,0.888
"2022-12-25 16:00:00",11.82,96.1,279.6,38.05,0.138,0.125,0.391,0.888
"2022-12-25 15:00:00",11.85,95.9,279.7,37.66,0.138,0.125,0.391,0.888
"2022-12-25 14:00:00",11.84,94.5,279.7,37.37,0.138,0.125,0.395,0.893
"2022-12-25 13:00:00",11.86,93.5,279.9,36.11,0.138,0.125,0.397,0.895
"2022-12-25 12:00:00",11.87,94.3,279.9,35.91,0.138,0.125,0.396,0.899
"2022-12-25 11:00:00",11.86,94.3,279.9,33.93,0.138,0.125,0.392,0.892
"2022-12-25 10:00:00",11.83,96,279.5,32.4,0.138,0.125,0.392,0.89
"2022-12-25 09:00:00",11.82,95.3,279.6,31.52,0.138,0.125,0.4,0.898
"2022-12-25 08:00:00",11.86,96.1,280,30.64,0.138,0.125,0.402,0.9
"2022-12-25 07:00:00",11.86,94.2,279.9,30.11,0.138,0.125,0.394,0.892
"2022-12-25 06:00:00",11.86,85.9,279.8,31.16,0.138,0.125,0.392,0.896
"2022-12-25 05:00:00",11.87,78.74,279.9,31.9,0.138,0.125,0.391,0.897
"2022-12-25 04:00:00",11.87,34.1,279.3,37.35,0.138,0.125,0.394,0.899
"2022-12-25 03:00:00",11.87,40.16,,35.97,,,,
"2022-12-25 02:00:00",11.87,59.64,279.4,34.01,0.138,0.125,0.399,0.897
"2022-12-25 01:00:00",11.87,91.5,279.8,31.58,0.138,0.125,0.393,0.893
"2022-12-25 00:00:00",11.87,88.2,279.7,32.34,0.138,0.125,0.392,0.898
"2022-12-24 23:00:00",11.87,83.4,279.6,33.27,0.138,0.125,0.392,0.899
"2022-12-24 22:00:00",11.87,82.6,279.6,32.88,0.138,0.125,0.392,0.898
"2022-12-24 21:00:00",11.88,86.1,279.6,34.02,0.138,0.125,0.392,0.899
"2022-12-24 20:00:00",11.88,71.98,279.8,36.33,0.138,0.125,0.392,0.899
"2022-12-24 19:00:00",11.88,75.79,279.9,35.15,0.138,0.125,0.392,0.899
"2022-12-24 18:00:00",11.88,82.2,280.1,34.82,0.138,0.125,0.392,0.899
"2022-12-24 17:00:00",11.85,84.3,280.1,35.01,0.138,0.125,0.392,0.899
"2022-12-24 16:00:00",11.83,87.5,279.9,35.51,0.138,0.125,0.391,0.897
"2022-12-24 15:00:00",11.85,89,279.7,37.2,0.138,0.125,0.391,0.896
"2022-12-24 14:00:00",11.88,88.2,279.4,38.66,0.138,0.125,0.392,0.899
"2022-12-24 13:00:00",11.87,94.9,279.9,34.46,0.138,0.125,0.392,0.899
"2022-12-24 12:00:00",11.85,94.6,280.1,33.86,0.138,0.125,0.392,0.899
"2022-12-24 11:00:00",11.84,95,280.1,33.8,0.138,0.125,0.392,0.899
"2022-12-24 10:00:00",11.85,93.7,279.8,34.68,0.138,0.125,0.392,0.899
"2022-12-24 09:00:00",11.85,94.2,279.6,34.8,0.138,0.125,0.393,0.899
"2022-12-24 08:00:00",11.9,94,278.9,35.36,0.138,0.125,0.393,0.899
"2022-12-24 07:00:00",11.91,97.5,53.31,34.03,0.138,0.125,0.392,0.9
"2022-12-24 06:00:00",11.91,97.4,278.2,32.51,0.138,0.125,0.392,0.899
"2022-12-24 05:00:00",11.91,97.1,278.6,32.03,0.138,0.125,0.392,0.9
"2022-12-24 04:00:00",11.91,96.4,279.6,31.32,0.139,0.125,0.395,0.903
"2022-12-24 03:00:00",11.92,96.2,279.8,31.18,0.139,0.125,0.402,0.91
"2022-12-24 02:00:00",11.92,92.1,280,31.27,0.139,0.125,0.403,0.911
"2022-12-24 01:00:00",11.92,94.7,280,29.73,0.139,0.125,0.403,0.915
"2022-12-24 00:00:00",11.92,94.3,280,29.76,0.139,0.125,0.403,0.912
"2022-12-23 23:00:00",11.93,96,280,28.8,0.139,0.125,0.403,0.916
"2022-12-23 22:00:00",11.93,94.6,280,28.07,0.139,0.125,0.403,0.915
"2022-12-23 21:00:00",11.93,95.5,280,27.72,0.139,0.125,0.403,0.919
"2022-12-23 20:00:00",11.94,91.6,280,29.82,0.139,0.125,0.403,0.92
"2022-12-23 19:00:00",11.94,96.3,280,28.27,0.139,0.125,0.403,0.919
"2022-12-23 18:00:00",11.94,93.6,280,28.69,0.139,0.125,0.402,0.919
"2022-12-23 17:00:00",11.92,95,280.1,29.66,0.139,0.125,0.394,0.911
"2022-12-23 16:00:00",11.91,92.9,280,30.92,0.139,0.125,0.392,0.909
"2022-12-23 15:00:00",11.94,89.6,279.8,32.53,0.139,0.125,0.392,0.909
"2022-12-23 14:00:00",11.98,94.4,279.9,32.34,0.139,0.125,0.392,0.909
"2022-12-23 13:00:00",11.99,95.5,280,30.95,0.139,0.125,0.393,0.909
"2022-12-23 12:00:00",12,95,279.8,31.33,0.139,0.125,0.398,0.91
"2022-12-23 11:00:00",12.09,92.4,279.8,32,0.139,0.125,0.4,0.911
"2022-12-23 10:00:00",12.04,93,280,31.3,0.139,0.125,0.396,0.913
"2022-12-23 09:00:00",11.98,92.6,280,31.22,0.139,0.125,0.403,0.92
"2022-12-23 08:00:00",11.97,95.7,280,28.78,0.139,0.125,0.403,0.92
"2022-12-23 07:00:00",11.99,93.4,280,30.79,0.139,0.125,0.403,0.92
"2022-12-23 06:00:00",12,96.5,280,28.53,0.139,0.125,0.403,0.92
"2022-12-23 05:00:00",12.01,96.8,280,28.6,0.139,0.125,0.405,0.92
"2022-12-23 04:00:00",12.03,95.7,279.8,27.99,0.139,0.125,0.404,0.92
"2022-12-23 03:00:00",12.04,95.2,280,27.9,0.139,0.125,0.405,0.92
"2022-12-23 02:00:00",12.06,94.1,280,29.25,0.139,0.125,0.412,0.93
"2022-12-23 01:00:00",12.08,90.6,280,26.61,0.139,0.125,0.414,0.926
"2022-12-23 00:00:00",12.11,89,280,22.69,0.139,0.125,0.414,0.923
"2022-12-22 23:00:00",12.13,87.1,280,22.67,0.139,0.125,0.415,0.928
"2022-12-22 22:00:00",12.15,84.1,279.7,21.54,0.139,0.125,0.418,0.932
"2022-12-22 21:00:00",12.18,78.04,279.7,20.94,0.139,0.125,0.422,0.932
"2022-12-22 20:00:00",12.21,49.97,278.8,22.26,0.139,0.125,0.423,0.932
"2022-12-22 19:00:00",12.24,64.59,279.4,23.36,0.139,0.125,0.42,0.931
"2022-12-22 18:00:00",12.27,46.33,280,22.9,0.139,0.125,0.422,0.931
"2022-12-22 17:00:00",12.28,44.4,279.8,22.92,0.139,0.125,0.422,0.932
"2022-12-22 16:00:00",12.35,43.59,279.9,22.11,0.139,0.125,0.426,0.933
"2022-12-22 15:00:00",12.46,47.04,279.7,22.3,0.139,0.125,0.424,0.933
"2022-12-22 14:00:00",12.6,46.49,280,20.87,0.139,0.125,0.433,0.943
"2022-12-22 13:00:00",12.67,42.41,280.1,14.54,0.139,0.126,0.436,0.947
"2022-12-22 12:00:00",13.02,73.28,280.2,7.653,0.139,0.126,0.444,0.955
"2022-12-22 11:00:00",12.5,77.8,280,5.124,0.139,0.125,0.44,0.954
"2022-12-22 10:00:00",12.14,75.81,280.5,2.998,0.139,0.125,0.445,0.963
"2022-12-22 09:00:00",12.04,79.53,48.92,-0.427,0.139,0.125,0.453,0.965
"2022-12-22 08:00:00",12.03,80.6,49.04,-3.587,0.139,0.125,0.461,0.972
"2022-12-22 07:00:00",12.05,81.2,49.22,-5.641,0.139,0.125,0.455,0.968
"2022-12-22 06:00:00",12.07,81.3,278.8,-4.33,0.139,0.125,0.455,0.971
"2022-12-22 05:00:00",12.09,82.3,279.3,-4.653,0.139,0.125,0.455,0.97
"2022-12-22 04:00:00",12.1,81.4,48.99,-3.948,0.139,0.125,0.455,0.971
"2022-12-22 03:00:00",12.12,82.9,279.5,-3.576,0.139,0.125,0.455,0.97
"2022-12-22 02:00:00",12.14,84.4,280.2,-3.178,0.139,0.125,0.454,0.97
"2022-12-22 01:00:00",12.17,84.6,280.3,-1.872,0.139,0.125,0.45,0.967
"2022-12-22 00:00:00",12.19,86.9,280.4,-2.033,0.139,0.125,0.453,0.97
"2022-12-21 23:00:00",12.21,88.2,279.5,-1.456,0.139,0.125,0.455,0.972
"2022-12-21 22:00:00",12.24,85.4,279.1,-0.428,0.139,0.125,0.449,0.966
"2022-12-21 21:00:00",12.26,77.59,279.4,2.192,0.139,0.125,0.447,0.972
"2022-12-21 20:00:00",12.29,31.07,279.1,6.198,0.139,0.125,0.453,0.972
"2022-12-21 19:00:00",12.33,36.85,279.2,5.482,0.139,0.126,0.445,0.972
"2022-12-21 18:00:00",12.36,62.7,279.2,4.253,0.139,0.126,0.445,0.971
"2022-12-21 17:00:00",12.38,84.5,279.8,2.929,0.139,0.126,0.443,0.961
"2022-12-21 16:00:00",12.46,85.7,279.1,4.051,0.139,0.126,0.44,0.958
"2022-12-21 15:00:00",12.57,87.2,279.8,6.468,0.139,0.126,0.447,0.964
"2022-12-21 14:00:00",12.69,86.6,280.1,6.543,0.139,0.126,0.437,0.955
"2022-12-21 13:00:00",13.16,86.3,280.2,8.27,0.139,0.126,0.438,0.956
"2022-12-21 12:00:00",12.64,84.5,279.2,7.569,0.139,0.126,0.446,0.964
"2022-12-21 11:00:00",12.43,88.3,279.2,6.412,0.139,0.126,0.45,0.97
"2022-12-21 10:00:00",12.06,87.6,279.3,5.21,0.139,0.126,0.444,0.964
"2022-12-21 09:00:00",11.99,60.18,279.8,7.338,0.139,0.126,0.443,0.962
"2022-12-21 08:00:00",12.01,80.3,280.1,5.116,0.139,0.126,0.443,0.962
"2022-12-21 07:00:00",12.03,89.2,280,5.057,0.139,0.126,0.443,0.963
"2022-12-21 06:00:00",12.03,86.5,280.2,4.889,0.139,0.126,0.443,0.961
"2022-12-21 05:00:00",12.04,88.5,279.9,4.947,0.139,0.126,0.443,0.963
"2022-12-21 04:00:00",12.04,87.1,279.4,5.452,0.139,0.126,0.443,0.966
"2022-12-21 03:00:00",12.05,88.1,279.4,5.712,0.139,0.126,0.444,0.967
"2022-12-21 02:00:00",12.05,81.7,279.4,6.236,0.139,0.126,0.447,0.965
"2022-12-21 01:00:00",12.06,79.89,280,7.753,0.139,0.126,0.439,0.957
"2022-12-21 00:00:00",12.07,41.94,279.8,12.44,0.139,0.126,0.438,0.964
"2022-12-20 23:00:00",12.07,34.85,279.8,13.43,0.139,0.126,0.44,0.964
"2022-12-20 22:00:00",12.08,38.67,279.9,12.53,0.139,0.126,0.439,0.964
"2022-12-20 21:00:00",12.09,40.59,279.7,13.79,0.139,0.126,0.441,0.96
"2022-12-20 20:00:00",12.1,45.97,280,14.84,0.139,0.126,0.435,0.953
"2022-12-20 19:00:00",12.1,75.25,280.1,15.5,0.139,0.126,0.43,0.955
"2022-12-20 18:00:00",12.11,88.4,279.6,17.61,0.139,0.126,0.429,0.951
"2022-12-20 17:00:00",12.08,91.2,279.8,19.07,0.139,0.126,0.431,0.948
"2022-12-20 16:00:00",12.08,90.9,279.8,21.19,0.139,0.126,0.423,0.944
"2022-12-20 15:00:00",12.11,91,280,23.03,0.139,0.126,0.423,0.946
"2022-12-20 14:00:00",12.15,93.7,280,23.75,0.139,0.126,0.424,0.95
"2022-12-20 13:00:00",12.19,93.4,279.8,25.21,0.139,0.126,0.423,0.95
"2022-12-20 12:00:00",12.17,91.7,279.8,25.51,0.139,0.126,0.423,0.95
"2022-12-20 11:00:00",12.21,91.2,279.8,25.59,0.139,0.126,0.425,0.95
"2022-12-20 10:00:00",12.18,92.4,280.1,24.49,0.139,0.126,0.423,0.95
"2022-12-20 09:00:00",12.17,89.8,280,23.5,0.139,0.126,0.429,0.949
"2022-12-20 08:00:00",12.23,91.5,280,21.86,0.139,0.126,0.434,0.952
"2022-12-20 07:00:00",12.24,91,279.8,20.96,0.139,0.126,0.434,0.951
"2022-12-20 06:00:00",12.25,91.9,280,19.47,0.139,0.126,0.434,0.951
"2022-12-20 05:00:00",12.27,93.5,280,18.96,0.139,0.126,0.434,0.951
"2022-12-20 04:00:00",12.28,93.7,280,19.08,0.139,0.126,0.434,0.951
"2022-12-20 03:00:00",12.29,93.6,280,19.22,0.139,0.126,0.434,0.951
"2022-12-20 02:00:00",12.3,92.9,280,19.02,0.139,0.126,0.434,0.951
"2022-12-20 01:00:00",12.31,92.5,280,19.13,0.139,0.126,0.434,0.951
"2022-12-20 00:00:00",12.32,92.3,280,19.17,0.139,0.126,0.434,0.951
"2022-12-19 23:00:00",12.33,91.4,279.8,20.11,0.139,0.126,0.428,0.953
"2022-12-19 22:00:00",12.35,89.4,279.8,21.93,0.139,0.126,0.432,0.959
"2022-12-19 21:00:00",12.36,89.2,279.7,21.42,0.139,0.126,0.434,0.957
"2022-12-19 20:00:00",12.38,87.4,279.7,21.57,0.139,0.126,0.434,0.957
"2022-12-19 19:00:00",12.39,89.6,279.8,18.77,0.139,0.126,0.431,0.955
"2022-12-19 18:00:00",12.4,88.9,280,17.71,0.139,0.126,0.434,0.957
"2022-12-19 17:00:00",12.39,88.9,280,17.91,0.139,0.126,0.435,0.963
"2022-12-19 16:00:00",12.44,90.6,279.8,14.58,0.139,0.126,0.435,0.963
"2022-12-19 15:00:00",12.54,88.4,279.8,14.99,0.139,0.126,0.435,0.963
"2022-12-19 14:00:00",12.59,78.5,280.1,14.56,0.139,0.126,0.435,0.964
"2022-12-19 13:00:00",12.65,89.5,280,12.85,0.139,0.126,0.435,0.964
"2022-12-19 12:00:00",12.58,89.1,279.8,12.46,0.139,0.126,0.441,0.965
"2022-12-19 11:00:00",12.61,88.4,279,11.73,0.139,0.126,0.446,0.971
"2022-12-19 10:00:00",12.55,89.1,277.3,9.99,0.139,0.126,0.443,0.978
"2022-12-19 09:00:00",12.46,88.1,278.9,8.6,0.139,0.126,0.447,0.98
