"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Temperature  (deg F) ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Maximum  (mph) ","Wind Speed Minimum  (mph) "
"2023-05-18 07:00:00",13.57,68.35,54.23,86.4,5.362,7.766,2.824
"2023-05-18 06:00:00",13.59,70.55,51.51,118.8,6.176,9.18,2.118
"2023-05-18 05:00:00",13.59,65.67,50.69,183.5,5.793,9.88,2.824
"2023-05-18 04:00:00",13.59,65.31,51.29,193.7,7.868,11.3,2.824
"2023-05-18 03:00:00",13.58,64.95,51.33,183.2,8.07,11.3,2.824
"2023-05-18 02:00:00",13.58,62.17,51.49,168.6,8.23,12,4.236
"2023-05-18 01:00:00",13.56,78.7,50.57,144,10.27,14.83,4.942
"2023-05-18 00:00:00",13.57,78.94,50.3,137.4,12.75,16.94,8.47
"2023-05-17 23:00:00",13.57,84.1,49.44,116.8,12.13,16.24,8.47
"2023-05-17 22:00:00",13.55,83.6,51.03,89.2,9.69,13.41,4.942
"2023-05-17 21:00:00",13.54,85.1,51.84,39.02,5.166,10.59,0
"2023-05-17 20:00:00",13.54,86.1,52.99,334.2,6.109,8.47,2.118
"2023-05-17 19:00:00",13.52,81.2,54.94,330.9,3.726,6.354,0
"2023-05-17 18:00:00",13.5,73.59,57.08,312.4,8.54,12.71,4.942
"2023-05-17 17:00:00",13.51,64.65,60.46,317,4.713,15.53,0
"2023-05-17 16:00:00",13.52,46.77,62.78,354.1,1.9,6.354,0
"2023-05-17 15:00:00",13.51,42.22,63.21,57.82,2.793,6.354,0.706
"2023-05-17 14:00:00",13.51,44.19,62.2,102.1,4.703,9.88,0.706
"2023-05-17 13:00:00",13.5,48.83,60.79,85.6,6.436,11.3,2.118
"2023-05-17 12:00:00",13.51,51.69,59.84,71.2,5.872,12,0.706
"2023-05-17 11:00:00",13.5,53.44,59.41,92.1,5.909,14.83,1.412
"2023-05-17 10:00:00",13.52,58.58,58.16,82.3,7.999,16.24,3.53
"2023-05-17 09:00:00",13.55,60.11,57,93.5,7.205,14.12,0.706
"2023-05-17 08:00:00",13.56,63.06,54.88,79.03,9.4,16.94,3.53
"2023-05-17 07:00:00",13.6,66.78,53.62,78.52,9.4,14.12,6.354
"2023-05-17 06:00:00",13.63,71.59,50,51.42,11.53,15.53,7.06
"2023-05-17 05:00:00",13.61,73.76,48.09,23.42,6.35,14.83,2.824
"2023-05-17 04:00:00",13.6,65.32,49.27,16.45,8.43,12,3.53
"2023-05-17 03:00:00",13.6,57.65,51.86,342,9.89,12,7.766
"2023-05-17 02:00:00",13.58,71.69,48.34,312.9,10.94,13.41,8.47
"2023-05-17 01:00:00",13.55,63.22,49.13,328.5,11.41,13.41,8.47
"2023-05-17 00:00:00",13.52,58.42,51.28,320.8,10.38,12.71,7.766
"2023-05-16 23:00:00",13.48,71.78,48.76,302.9,14.17,18.36,12
"2023-05-16 22:00:00",13.54,68.25,49.7,301.7,9.37,15.53,5.648
"2023-05-16 21:00:00",13.54,71.91,49.47,296,9.21,14.12,4.942
"2023-05-16 20:00:00",13.54,89.1,48.39,306.7,12.15,19.06,5.648
"2023-05-16 19:00:00",13.51,86.1,49.16,279.8,17.84,22.59,12
"2023-05-16 18:00:00",13.46,75.1,53.31,280,15.34,20.47,9.18
"2023-05-16 17:00:00",13.21,79.07,52.64,278.6,13.95,19.77,7.06
"2023-05-16 16:00:00",13.27,70.26,54.39,277.8,10.45,14.83,5.648
"2023-05-16 15:00:00",13.48,74.94,53.87,280,11.71,19.06,4.236
"2023-05-16 14:00:00",13.48,77.34,52.77,288.4,11.22,19.77,5.648
"2023-05-16 13:00:00",13.49,72.01,54.57,288.5,10.82,16.94,4.942
"2023-05-16 12:00:00",13.49,72.79,53.39,289.8,8.44,18.36,4.236
"2023-05-16 11:00:00",13.49,72.31,53.22,283.1,5.617,12,0.706
"2023-05-16 10:00:00",13.53,69.81,51.87,284.2,3.771,9.18,0
"2023-05-16 09:00:00",13.57,76.69,50.67,315.7,4.716,7.766,0.706
"2023-05-16 08:00:00",13.61,74.82,49.4,288.6,6.999,10.59,4.236
"2023-05-16 07:00:00",13.64,71.45,48.57,302.7,10.15,12,9.18
"2023-05-16 06:00:00",13.67,77.9,47.81,333.7,12.01,16.24,9.18
"2023-05-16 05:00:00",13.67,68.67,48.31,341.1,12.87,16.94,9.88
"2023-05-16 04:00:00",13.66,84.6,46.77,312.2,13.21,16.24,9.88
"2023-05-16 03:00:00",13.65,87.9,45.98,308,15.07,16.24,13.41
"2023-05-16 02:00:00",13.65,88.1,46.32,308.2,15.94,18.36,13.41
"2023-05-16 01:00:00",13.66,94.2,45.84,320.3,15.7,19.06,12.71
"2023-05-16 00:00:00",13.66,88.6,47.29,296.9,12.04,16.94,9.18
"2023-05-15 23:00:00",13.64,91.5,47.36,281.3,13.64,16.24,9.88
"2023-05-15 22:00:00",13.65,87.3,47.27,254,10.04,15.53,2.824
"2023-05-15 21:00:00",13.66,79.41,48.58,234.7,7.493,14.83,0.706
"2023-05-15 20:00:00",13.82,76.85,50.06,200.3,5.391,11.3,0.706
"2023-05-15 19:00:00",14.14,65.08,51.92,259.8,6.462,13.41,1.412
"2023-05-15 18:00:00",14.13,63.2,55.26,353.1,4.24,14.12,0
"2023-05-15 17:00:00",14.15,51.57,56.65,83.6,7.454,15.53,1.412
"2023-05-15 16:00:00",14.15,31.6,67.88,83.3,9.56,21.18,4.236
"2023-05-15 15:00:00",14.16,50.44,57.08,63.3,11.02,20.47,3.53
"2023-05-15 14:00:00",14.16,49.02,57.86,84.1,12.7,25.42,2.824
"2023-05-15 13:00:00",14.17,49.01,57.56,103.3,13.63,23.3,4.942
"2023-05-15 12:00:00",14.17,57.83,54.5,80.5,14.51,36.01,4.236
"2023-05-15 11:00:00",14.18,62.63,52.92,74.08,22.48,33.89,12.71
"2023-05-15 10:00:00",14.2,62.61,53.18,82.9,16.17,28.24,7.06
"2023-05-15 09:00:00",14.22,59.69,54.19,94.8,16.75,30.36,7.766
"2023-05-15 08:00:00",14.25,66.89,50.54,90.5,14.36,24.71,9.88
"2023-05-15 07:00:00",14.28,68.29,50.16,79.26,19.7,28.95,10.59
"2023-05-15 06:00:00",14.3,71.82,48.26,69.1,19.29,29.65,14.12
"2023-05-15 05:00:00",14.3,74.73,46.69,74.93,18.02,27.53,12
"2023-05-15 04:00:00",14.3,74.9,46.39,76.78,20.06,28.95,7.06
"2023-05-15 03:00:00",14.3,71.88,47.37,77.34,26.8,38.12,13.41
"2023-05-15 02:00:00",14.3,69.58,48.34,73.65,28.65,41.65,9.18
"2023-05-15 01:00:00",14.29,68.77,48.6,81.4,26.81,40.95,12
"2023-05-15 00:00:00",14.29,69.27,48.31,84.3,25.99,38.12,18.36
"2023-05-14 23:00:00",14.26,70.6,47.57,85.5,27.74,45.18,19.77
"2023-05-14 22:00:00",14.25,68.71,48.2,78.46,31.38,52.24,14.83
"2023-05-14 21:00:00",14.27,67.57,48.57,85.9,27.43,42.36,20.47
"2023-05-14 20:00:00",14.25,65.36,49.18,83,25.4,40.24,9.18
"2023-05-14 19:00:00",14.21,59.44,51.8,85.7,21.87,38.12,9.88
"2023-05-14 18:00:00",14.22,46.88,58.81,80,19.36,41.65,6.354
"2023-05-14 17:00:00",14.21,48.22,56.59,81.6,20.69,45.18,7.06
"2023-05-14 16:00:00",14.25,47.43,56.12,90.8,19.33,40.24,5.648
"2023-05-14 15:00:00",14.26,53.19,53.01,70.84,17.82,38.83,7.06
"2023-05-14 14:00:00",14.27,51.69,53.77,101.1,15.02,36.01,4.942
"2023-05-14 13:00:00",14.29,57.95,50.28,88.9,18.18,39.54,4.942
"2023-05-14 12:00:00",14.3,57.95,50.19,97.9,19.5,42.36,4.942
"2023-05-14 11:00:00",14.31,63.31,47.24,85,25.72,50.83,7.766
"2023-05-14 10:00:00",14.33,65.44,46.19,77.76,25.47,44.48,9.88
"2023-05-14 09:00:00",14.34,67.86,44.94,64.48,23.28,43.77,8.47
"2023-05-14 08:00:00",14.35,68.2,44.33,64.76,30.49,67.07,10.59
"2023-05-14 07:00:00",14.36,70.25,43.29,68.33,38.28,62.13,14.83
"2023-05-14 06:00:00",14.36,72.69,42.31,64.28,40.02,65.66,14.83
"2023-05-14 05:00:00",14.35,72.76,41.9,67.44,33.97,58.6,14.12
"2023-05-14 04:00:00",14.34,70.73,42.5,64.79,35.88,64.25,11.3
"2023-05-14 03:00:00",14.33,68.37,43.6,66.66,39.66,67.07,12.71
"2023-05-14 02:00:00",14.32,67.99,43.76,71.23,27.61,48.01,9.88
"2023-05-14 01:00:00",14.33,61.89,45.24,70.75,27.64,48.71,9.88
"2023-05-14 00:00:00",14.32,58.62,46.61,78.47,28.56,46.6,9.88
"2023-05-13 23:00:00",14.3,59.78,46.74,74.2,28.24,45.89,13.41
"2023-05-13 22:00:00",14.26,55.99,47.48,76.5,28.68,52.95,11.3
"2023-05-13 21:00:00",13.81,52,47.88,71.87,29.67,50.13,12
"2023-05-13 20:00:00",13.78,48.97,48.91,70.41,27.94,46.6,10.59
"2023-05-13 19:00:00",13.78,38.44,55.47,67.32,18.12,38.12,4.236
"2023-05-13 18:00:00",13.75,32.91,61.09,60.45,12.36,26.83,5.648
"2023-05-13 17:00:00",13.78,33.85,60.74,62.1,14.75,33.89,4.942
"2023-05-13 16:00:00",13.7,34.76,60.28,69.33,15.16,27.53,4.236
"2023-05-13 15:00:00",13.57,37.21,56.05,66.38,15.66,32.48,4.942
"2023-05-13 14:00:00",13.76,40.11,54.06,58.64,17.81,36.71,7.766
"2023-05-13 13:00:00",13.76,41.86,52.7,78.64,24.26,49.42,6.354
"2023-05-13 12:00:00",13.73,43.44,52.06,78.52,18.7,37.42,7.06
"2023-05-13 11:00:00",13.74,43.66,52.79,96.6,19.38,37.42,7.06
"2023-05-13 10:00:00",13.75,48.47,52.16,103.4,13.88,32.48,4.236
"2023-05-13 09:00:00",13.76,49.61,51.74,104,20.6,34.59,9.88
"2023-05-13 08:00:00",13.78,52.69,48.9,87.4,20.92,33.18,11.3
"2023-05-13 07:00:00",13.81,51.87,47.91,98,21.57,38.83,9.88
"2023-05-13 06:00:00",13.84,54.51,45.86,97.6,24.71,38.83,12.71
"2023-05-13 05:00:00",13.85,59.73,43.55,96.8,22.26,37.42,14.12
"2023-05-13 04:00:00",13.84,59.08,43.38,98,22.07,32.48,14.83
"2023-05-13 03:00:00",13.82,60.72,43.65,95.5,19.32,28.24,12.71
"2023-05-13 02:00:00",13.81,59.52,43.67,99,19.79,29.65,12
"2023-05-13 01:00:00",13.81,61.62,43.38,96.9,16.4,28.95,9.88
"2023-05-13 00:00:00",13.79,58.41,43.9,92.2,16.1,26.12,9.18
"2023-05-12 23:00:00",13.78,56.03,44.28,94.4,16.01,28.24,8.47
"2023-05-12 22:00:00",13.76,59.77,44.55,94.7,15.79,26.12,7.766
"2023-05-12 21:00:00",13.75,60.01,45.62,86.5,12.63,22.59,7.766
"2023-05-12 20:00:00",13.72,55.44,46.92,70.74,17.56,26.12,11.3
"2023-05-12 19:00:00",13.71,35.83,56.44,70.06,14.34,23.3,9.18
"2023-05-12 18:00:00",13.7,29.57,62.09,64.68,10.81,17.65,3.53
"2023-05-12 17:00:00",13.68,30.86,62.19,68.95,9.04,14.83,2.824
"2023-05-12 16:00:00",13.68,32.14,61.09,69.21,8.16,15.53,2.824
"2023-05-12 15:00:00",13.67,41.48,54.71,62.7,7.038,13.41,0.706
"2023-05-12 14:00:00",13.65,43.1,53.61,61.31,7.829,18.36,0
"2023-05-12 13:00:00",13.64,42.77,53.62,108.8,9.16,21.18,2.824
"2023-05-12 12:00:00",13.62,44.64,52.07,94.7,10.34,18.36,2.824
"2023-05-12 11:00:00",13.64,48.69,50.67,117.1,9.6,19.77,0.706
"2023-05-12 10:00:00",13.63,49.7,50.15,114,10.94,17.65,2.118
"2023-05-12 09:00:00",13.66,51.37,48.99,98.7,13.92,24,6.354
"2023-05-12 08:00:00",13.7,53.45,48.3,108.8,11.94,23.3,4.942
"2023-05-12 07:00:00",13.74,56.9,46.95,120.8,8.77,16.24,3.53
"2023-05-12 06:00:00",13.77,59.8,44.08,121.2,7.119,15.53,2.824
"2023-05-12 05:00:00",13.78,61.19,41.15,155,6.642,9.88,4.236
"2023-05-12 04:00:00",13.77,61.45,41.54,159.7,6.587,12,1.412
"2023-05-12 03:00:00",13.76,66.02,40.69,153,8.58,13.41,4.236
"2023-05-12 02:00:00",13.76,69.88,40.52,150.8,9.98,14.83,5.648
"2023-05-12 01:00:00",13.75,74.95,39.71,127,13.96,19.06,7.06
"2023-05-12 00:00:00",13.74,75.75,40.58,121.1,16.2,21.18,9.88
"2023-05-11 23:00:00",13.73,77.08,40.11,129.4,15.72,19.77,11.3
"2023-05-11 22:00:00",13.72,82.5,39.34,131.3,10.57,14.83,5.648
"2023-05-11 21:00:00",13.7,80.6,41.33,65.61,4.014,9.18,0
"2023-05-11 20:00:00",13.71,80.2,42.62,359.8,0.469,4.236,0
"2023-05-11 19:00:00",13.7,68.58,47.99,285.2,1.7,7.06,0
"2023-05-11 18:00:00",13.69,57.28,53.35,306.5,1.243,7.06,0
"2023-05-11 17:00:00",13.68,60.41,51.76,107.1,0.567,5.648,0
"2023-05-11 16:00:00",13.69,63.34,49.75,276,1.21,8.47,0
"2023-05-11 15:00:00",13.69,61.04,47.5,283.5,0.914,10.59,0
"2023-05-11 14:00:00",13.69,52.57,48.27,224,0.647,5.648,0
"2023-05-11 13:00:00",13.7,48.6,49.47,205.7,5.83,12,0
"2023-05-11 12:00:00",13.7,49.2,48.48,180.4,4.74,14.12,0
"2023-05-11 11:00:00",13.7,54.77,45.96,145.7,3.177,14.12,0
"2023-05-11 10:00:00",13.72,62.33,43.02,153.4,0.808,6.354,0
"2023-05-11 09:00:00",13.75,59.43,45.67,92.1,3.795,9.88,0
"2023-05-11 08:00:00",13.79,65.02,44.12,70.67,3.793,7.766,1.412
"2023-05-11 07:00:00",13.84,69.06,41.59,39.6,2.753,7.06,0
"2023-05-11 06:00:00",13.84,71.06,37.93,16.88,3.614,9.88,0
"2023-05-11 05:00:00",13.83,77.36,36.17,15.21,8.72,10.59,5.648
"2023-05-11 04:00:00",13.82,76.84,36.51,352.9,6.907,8.47,4.942
"2023-05-11 03:00:00",13.82,76,36.54,353.3,5.534,8.47,3.53
"2023-05-11 02:00:00",13.82,74.31,37.06,351.1,6.07,8.47,4.236
"2023-05-11 01:00:00",13.81,76.65,36.69,327.6,6.966,8.47,5.648
"2023-05-11 00:00:00",13.8,81.5,36.5,315.6,7.637,9.18,6.354
"2023-05-10 23:00:00",13.8,77.86,36.84,310.7,6.672,9.18,3.53
"2023-05-10 22:00:00",13.78,79.43,36.5,346.4,4.901,10.59,0.706
"2023-05-10 21:00:00",13.78,85,35.98,351.4,9.76,13.41,5.648
"2023-05-10 20:00:00",13.73,86.7,36,313.4,7.839,11.3,4.236
"2023-05-10 19:00:00",13.72,85.5,36.09,246.3,8.95,14.12,2.824
"2023-05-10 18:00:00",13.69,86,36.74,245.1,7.67,14.12,2.824
"2023-05-10 17:00:00",13.66,89.6,37.79,63.78,2.098,10.59,0
"2023-05-10 16:00:00",13.57,71.63,40.71,33.45,5.173,11.3,0
"2023-05-10 15:00:00",13.7,63.37,45.58,59.51,6.109,14.83,0
"2023-05-10 14:00:00",13.67,71.16,41.53,338.9,2.759,10.59,0
"2023-05-10 13:00:00",13.68,56.14,43.75,272.7,1.908,12.71,0
"2023-05-10 12:00:00",13.67,54.93,43.58,255.3,0.524,7.766,0
"2023-05-10 11:00:00",13.68,61.22,42.25,247.4,1.387,7.766,0
"2023-05-10 10:00:00",13.55,62.87,41.84,188.3,1.255,7.766,0
"2023-05-10 09:00:00",13.56,63.57,40.77,176.5,2.632,11.3,0
"2023-05-10 08:00:00",13.69,58.58,38.69,194.6,5.381,15.53,0
"2023-05-10 07:00:00",13.73,61.11,36.55,201.9,13.59,20.47,4.236
"2023-05-10 06:00:00",13.81,67.71,35.76,206.8,14.73,19.77,8.47
"2023-05-10 05:00:00",13.81,67.73,32.6,194.6,16.59,20.47,11.3
"2023-05-10 04:00:00",13.82,69.69,32.55,188.4,13.16,18.36,6.354
"2023-05-10 03:00:00",13.78,80.4,32.34,181.6,8.43,13.41,3.53
"2023-05-10 02:00:00",13.78,86.8,32.14,206.5,12.05,17.65,7.06
"2023-05-10 01:00:00",13.79,86,32.57,197,15.97,21.18,8.47
"2023-05-10 00:00:00",13.79,87.7,32.85,168.2,13.03,19.77,7.766
"2023-05-09 23:00:00",13.77,90.8,31.93,204.9,5.962,12.71,0
"2023-05-09 22:00:00",13.76,96.5,29.88,304.9,7.307,10.59,0
"2023-05-09 21:00:00",14.04,98.7,29.65,292.4,11.12,13.41,7.766
"2023-05-09 20:00:00",14.21,100,30.54,308.1,7.917,11.3,4.236
"2023-05-09 19:00:00",14.21,100,31.66,287,6.56,9.88,1.412
"2023-05-09 18:00:00",14.21,99.8,32.51,280,10.08,15.53,4.942
"2023-05-09 17:00:00",14.2,97.9,33.92,285.3,9.79,16.24,2.824
"2023-05-09 16:00:00",14.2,97.8,33.34,290.4,9.41,14.83,2.824
"2023-05-09 15:00:00",14.21,96.4,34.02,285.3,8.8,14.83,3.53
"2023-05-09 14:00:00",14.22,96.3,33.08,284.4,7.293,12,0.706
"2023-05-09 13:00:00",14.24,95.4,33.29,286.1,3.026,9.18,0
"2023-05-09 12:00:00",14.25,95.2,32.04,281.8,4.693,10.59,0
"2023-05-09 11:00:00",14.26,95.4,31.93,312.4,3.185,9.18,0
"2023-05-09 10:00:00",14.28,96.1,31.1,316.5,5.738,12,0
"2023-05-09 09:00:00",14.29,97.9,30.32,290.4,8.54,12,3.53
"2023-05-09 08:00:00",14.29,98.1,28.64,299.7,10.92,17.65,6.354
"2023-05-09 07:00:00",14.28,99.1,29.01,278.7,14.07,19.06,7.766
"2023-05-09 06:00:00",14.28,99.7,28.46,278.4,15.04,19.77,9.88
"2023-05-09 05:00:00",14.28,99.9,28.11,275.7,15.38,21.18,12
"2023-05-09 04:00:00",14.27,100,28.55,278.8,13.5,16.94,9.88
"2023-05-09 03:00:00",14.27,99.8,28.15,276.3,14.84,19.06,10.59
"2023-05-09 02:00:00",14.26,100,28.32,277.2,15.7,20.47,9.88
"2023-05-09 01:00:00",14.26,100,28.66,280.2,16.4,23.3,11.3
"2023-05-09 00:00:00",14.25,100,28.62,283.6,15.7,20.47,12
"2023-05-08 23:00:00",14.24,100,29.04,287.4,13.09,18.36,6.354
"2023-05-08 22:00:00",14.22,100,30.15,293.4,11.08,15.53,4.942
"2023-05-08 21:00:00",14.22,100,30.16,284.7,15.05,21.89,7.766
"2023-05-08 20:00:00",14.21,100,29.49,282.5,17.24,20.47,13.41
"2023-05-08 19:00:00",14.2,100,29.42,283.8,16.82,19.77,13.41
"2023-05-08 18:00:00",14.2,100,29.11,285.9,14.1,19.77,8.47
"2023-05-08 17:00:00",14.18,100,30.48,283.1,12.01,16.24,8.47
"2023-05-08 16:00:00",14.18,99.4,30.44,309.5,6.16,12.71,0
"2023-05-08 15:00:00",14.18,98.1,31.81,332.2,5.724,14.12,0
"2023-05-08 14:00:00",14.17,87.6,35.59,116.7,4.109,14.12,0
"2023-05-08 13:00:00",14.17,72.43,42.02,106.9,3.448,9.18,0
"2023-05-08 12:00:00",14.18,81.2,35.94,184.3,5.572,16.24,0
"2023-05-08 11:00:00",14.18,82.9,37.76,158.7,7.168,14.83,0.706
"2023-05-08 10:00:00",14.2,83,38.77,121.3,7.515,18.36,2.118
"2023-05-08 09:00:00",14.23,82.5,37.48,140.2,12.78,23.3,4.942
"2023-05-08 08:00:00",14.24,84.5,34.45,157.8,12.12,19.06,4.236
"2023-05-08 07:00:00",14.26,90,31.66,167.2,10.24,15.53,4.236
"2023-05-08 06:00:00",14.26,89.5,27.82,178.3,9.26,13.41,2.824
"2023-05-08 05:00:00",14.25,94.5,27.22,218.6,0.637,5.648,0
"2023-05-08 04:00:00",14.26,97.6,27.81,229.7,4.954,9.88,0
"2023-05-08 03:00:00",14.25,97.2,27.73,230.4,4.999,9.88,0.706
"2023-05-08 02:00:00",14.25,98,27.81,242.4,4.342,12,0
"2023-05-08 01:00:00",14.25,98.7,28.09,303.6,0.733,3.53,0
"2023-05-08 00:00:00",14.23,99,28.54,318.7,3.222,7.06,0
"2023-05-07 23:00:00",14.05,99.5,28.38,323.8,6.301,9.88,2.824
"2023-05-07 22:00:00",13.74,99.5,28.3,317.3,5.799,9.88,0.706
"2023-05-07 21:00:00",13.72,100,28.1,305.4,8.35,13.41,2.118
"2023-05-07 20:00:00",13.7,100,29.08,305,7.344,14.12,1.412
"2023-05-07 19:00:00",13.68,100,29.59,307.2,6.278,11.3,1.412
"2023-05-07 18:00:00",13.66,99.3,29.93,302,6.764,12.71,2.824
"2023-05-07 17:00:00",13.65,99,31.2,292.9,8.05,13.41,0
"2023-05-07 16:00:00",13.63,98.3,31.69,324.7,3.546,11.3,0
"2023-05-07 15:00:00",13.61,97.1,33.03,323.6,3.089,11.3,0
"2023-05-07 14:00:00",13.59,98.2,32.75,307.2,4.573,14.12,0
"2023-05-07 13:00:00",13.58,96.2,33.58,319.5,1.881,9.18,0
"2023-05-07 12:00:00",13.57,96.1,33.2,292.4,1.308,10.59,0
"2023-05-07 11:00:00",13.6,96.6,32.89,269.7,2.583,8.47,0
"2023-05-07 10:00:00",13.64,96.8,31.79,278.2,4.412,9.18,1.412
"2023-05-07 09:00:00",13.7,97.9,30.13,283.4,6.538,10.59,0.706
"2023-05-07 08:00:00",13.76,98.8,28.46,282.4,8.65,12.71,4.942
"2023-05-07 07:00:00",13.79,99.5,27.63,286.4,10.91,15.53,5.648
"2023-05-07 06:00:00",13.8,99.7,27.01,283.3,12.73,17.65,7.766
"2023-05-07 05:00:00",13.79,100,27.16,283,13.84,17.65,8.47
"2023-05-07 04:00:00",13.79,100,27.34,280.9,13.24,19.77,9.18
"2023-05-07 03:00:00",13.77,100,27.94,283,8.98,13.41,5.648
"2023-05-07 02:00:00",13.76,100,28.56,275.7,11,16.24,7.766
"2023-05-07 01:00:00",13.76,100,28.92,271.9,11.04,14.12,6.354
"2023-05-07 00:00:00",13.75,100,28.91,276.1,12.88,16.24,9.88
"2023-05-06 23:00:00",13.74,100,29.06,281.5,13.06,16.24,9.88
"2023-05-06 22:00:00",13.74,100,28.86,281.5,11.12,16.24,6.354
"2023-05-06 21:00:00",13.72,100,29.33,295.1,9.06,14.83,4.942
"2023-05-06 20:00:00",13.7,100,29.47,272,12.63,19.06,4.942
"2023-05-06 19:00:00",13.68,100,30.09,275.4,12.05,19.06,6.354
"2023-05-06 18:00:00",13.67,100,30.77,277.3,11.35,16.24,6.354
"2023-05-06 17:00:00",13.66,100,31.6,272.7,11.17,18.36,4.236
"2023-05-06 16:00:00",13.64,99.4,31.79,282.6,8.82,14.12,2.824
"2023-05-06 15:00:00",13.65,95.7,34.55,268.1,5.683,10.59,0.706
"2023-05-06 14:00:00",13.66,94.7,34.67,257.9,4.181,7.766,0.706
"2023-05-06 13:00:00",13.66,94.7,35.45,273.3,5.86,13.41,1.412
"2023-05-06 12:00:00",13.67,96,33.09,270.5,7.582,12,2.824
"2023-05-06 11:00:00",13.7,97.8,32.8,271,8.49,15.53,1.412
"2023-05-06 10:00:00",13.78,97.8,31.63,268.8,9.1,14.12,2.118
"2023-05-06 09:00:00",13.85,98.3,31.49,268.1,9.26,14.12,2.824
"2023-05-06 08:00:00",13.88,97.6,30.33,269.5,11.38,19.77,4.236
"2023-05-06 07:00:00",13.89,99.2,29.06,270.8,14.3,21.18,7.06
"2023-05-06 06:00:00",13.88,99.6,28.28,269,15.95,21.89,9.88
"2023-05-06 05:00:00",13.89,100,27.92,271.9,16.14,21.89,11.3
"2023-05-06 04:00:00",13.87,100,27.83,271.1,15.75,22.59,12
"2023-05-06 03:00:00",13.88,100,27.86,271.1,17.35,23.3,9.88
"2023-05-06 02:00:00",13.86,99.8,28.09,268.9,13.21,19.77,5.648
"2023-05-06 01:00:00",13.86,99.9,28.23,264.4,13.08,20.47,5.648
"2023-05-06 00:00:00",13.85,99.4,28.79,262,10.12,18.36,5.648
"2023-05-05 23:00:00",13.84,99,29.46,247.9,3.616,14.12,0
"2023-05-05 22:00:00",13.8,99.2,29.1,266.8,8.92,13.41,2.824
"2023-05-05 21:00:00",13.71,99.6,29.04,270.6,12.3,16.94,6.354
"2023-05-05 20:00:00",13.8,99.3,29.3,266.4,8.78,14.12,3.53
"2023-05-05 19:00:00",13.75,99.5,30.14,268.4,9.55,13.41,4.942
"2023-05-05 18:00:00",13.67,97.9,31.32,269.4,5.709,12.71,0
"2023-05-05 17:00:00",13.48,97.8,31.49,267.9,6.062,10.59,0.706
"2023-05-05 16:00:00",13.47,97.8,32.74,261.4,8.24,18.36,0.706
"2023-05-05 15:00:00",13.65,98.5,31.64,269.9,10.32,16.94,3.53
"2023-05-05 14:00:00",13.76,98.1,31.42,267.4,9.73,16.94,2.824
"2023-05-05 13:00:00",13.78,96.3,32.09,267.9,8.49,14.12,1.412
"2023-05-05 12:00:00",13.8,96.3,31.76,261.1,1.339,12,0
"2023-05-05 11:00:00",13.81,95.8,31.56,256,0.573,4.236,0
"2023-05-05 10:00:00",13.83,97.6,30.85,249.9,1.373,5.648,0
"2023-05-05 09:00:00",13.76,99.5,29.56,241,3.491,8.47,0
"2023-05-05 08:00:00",13.7,100,28.66,253,5.623,9.88,0.706
"2023-05-05 07:00:00",13.82,100,27.97,252.8,6.942,12,2.118
"2023-05-05 06:00:00",13.8,100,28.68,250.2,5.566,9.88,1.412
"2023-05-05 05:00:00",13.8,100,28.94,255.6,8.38,14.12,2.118
"2023-05-05 04:00:00",13.8,100,29.1,262.4,11.51,15.53,4.942
"2023-05-05 03:00:00",13.79,100,29.63,265.4,14.06,21.18,7.06
"2023-05-05 02:00:00",13.79,100,31.22,270.8,18.81,24.71,12.71
"2023-05-05 01:00:00",13.79,100,32.07,274.4,20.11,27.53,14.12
"2023-05-05 00:00:00",13.77,100,32.63,273,20.9,29.65,12
"2023-05-04 23:00:00",13.76,100,33.34,271.8,22.12,28.95,15.53
"2023-05-04 22:00:00",13.73,100,33.25,272.6,21.9,28.24,14.83
"2023-05-04 21:00:00",13.73,100,32.74,271.4,20.19,25.42,15.53
"2023-05-04 20:00:00",13.72,100,33.62,271.2,21.17,26.83,16.94
"2023-05-04 19:00:00",13.7,100,34.46,270.1,17.99,23.3,13.41
"2023-05-04 18:00:00",13.69,99.9,35.38,267.3,11.68,15.53,7.06
"2023-05-04 17:00:00",13.67,99.1,38.23,269.2,9.86,14.83,7.06
"2023-05-04 16:00:00",13.68,97.8,39.87,285.7,4.911,12,0
"2023-05-04 15:00:00",13.67,98.2,39.57,284.5,5.63,10.59,0
"2023-05-04 14:00:00",13.7,82.2,46.72,286.5,3.316,10.59,0
"2023-05-04 13:00:00",13.71,87.1,45.84,259.1,2.885,9.88,0
"2023-05-04 12:00:00",13.73,87.2,45.92,292.4,4.803,12,0
"2023-05-04 11:00:00",13.75,76.02,48.83,339,1.957,4.942,0
"2023-05-04 10:00:00",13.76,84,43.83,322.8,9.69,15.53,3.53
"2023-05-04 09:00:00",13.76,88.2,41.99,318.7,14.94,19.06,9.18
"2023-05-04 08:00:00",13.76,87.3,42.04,314.6,11.84,16.94,6.354
"2023-05-04 07:00:00",13.77,86.9,41.59,326.6,10.41,30.36,0
"2023-05-04 06:00:00",13.77,98.4,39.98,312.6,19.07,22.59,14.83
"2023-05-04 05:00:00",13.75,100,39.7,302.3,15.97,20.47,12
"2023-05-04 04:00:00",13.75,100,40.02,299.2,16.71,22.59,12.71
