"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Temperature  (deg F) ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Maximum  (mph) ","Wind Speed Minimum  (mph) "
"2023-04-12 23:00:00",13.62,95.6,17.19,283.2,15.88,21.18,7.06
"2023-04-12 22:00:00",13.63,95.6,17.1,281.5,18.51,28.95,10.59
"2023-04-12 21:00:00",13.61,95.5,17.11,281.1,21.34,28.95,14.12
"2023-04-12 20:00:00",13.61,95.8,16.98,280.6,21.03,30.36,11.3
"2023-04-12 19:00:00",13.59,95.4,17.26,282.6,21.24,31.06,10.59
"2023-04-12 18:00:00",13.59,95.8,18.31,278,21.93,30.36,13.41
"2023-04-12 17:00:00",13.57,93,21.25,277.2,19.85,31.77,7.06
"2023-04-12 16:00:00",13.58,92.1,23.02,276,17.61,28.24,6.354
"2023-04-12 15:00:00",13.6,94.1,21.98,280.9,15.7,25.42,4.942
"2023-04-12 14:00:00",13.62,95.3,22.07,280.6,14.6,22.59,7.06
"2023-04-12 13:00:00",13.63,94.6,22.54,279.3,10.08,14.83,4.942
"2023-04-12 12:00:00",13.64,92.3,23.89,315.4,4.332,12.71,0
"2023-04-12 11:00:00",13.66,93.3,25.48,342.3,1.581,4.942,0
"2023-04-12 10:00:00",13.67,93.5,24.92,13.34,2.524,7.06,0
"2023-04-12 09:00:00",13.67,93.9,23.04,25.83,2.675,9.18,0
"2023-04-12 08:00:00",13.66,94.4,22.38,74.73,4.081,8.47,0
"2023-04-12 07:00:00",13.62,94.7,19.6,72.88,5.919,9.18,2.824
"2023-04-12 06:00:00",13.61,94.9,17.47,78.53,4.897,10.59,1.412
"2023-04-12 05:00:00",13.66,94.5,16.52,58.43,5.122,7.766,1.412
"2023-04-12 04:00:00",13.69,94.7,16.62,71.61,7.937,12,3.53
"2023-04-12 03:00:00",13.67,94.9,17.05,93.1,6.415,10.59,2.824
"2023-04-12 02:00:00",13.67,94.6,16.06,106.6,7.546,11.3,3.53
"2023-04-12 01:00:00",13.64,94.6,16.37,59.46,8.95,12.71,4.942
"2023-04-12 00:00:00",13.63,94.6,15.22,294,5.925,14.12,0
"2023-04-11 23:00:00",13.64,94.5,14.54,274.1,9.35,14.12,5.648
"2023-04-11 22:00:00",13.64,95,14.84,275.9,13.22,16.24,7.06
"2023-04-11 21:00:00",13.61,94.9,15.08,311.9,7.138,16.94,0
"2023-04-11 20:00:00",13.6,95.2,17.2,313.1,2.012,7.06,0
"2023-04-11 19:00:00",13.58,95.9,18.13,253.9,5.205,10.59,0.706
"2023-04-11 18:00:00",13.58,95.8,22.56,271.1,5.807,15.53,0
"2023-04-11 17:00:00",13.58,96.3,22.81,273.3,12.91,24.71,4.236
"2023-04-11 16:00:00",13.58,96.7,22.34,271.1,14.11,26.83,3.53
"2023-04-11 15:00:00",13.58,96.8,22.65,265.1,11.67,24,3.53
"2023-04-11 14:00:00",13.57,95.5,18.92,271.1,15.65,27.53,6.354
"2023-04-11 13:00:00",13.57,97.1,22.36,270.9,14.67,28.95,4.942
"2023-04-11 12:00:00",13.57,96.7,18.92,276.8,12.51,19.77,0.706
"2023-04-11 11:00:00",13.56,97.2,21.37,259,9.59,19.77,2.118
"2023-04-11 10:00:00",13.55,97.1,20.56,271.5,12.24,31.77,4.236
"2023-04-11 09:00:00",13.52,97.3,21.11,237.6,10.43,24,2.824
"2023-04-11 08:00:00",13.47,97.4,20.77,233.6,18.23,42.36,4.942
"2023-04-11 07:00:00",13.42,97.2,19.64,229,16.29,34.59,4.236
"2023-04-11 06:00:00",13.41,95.3,19.69,223.3,8.73,15.53,2.118
"2023-04-11 05:00:00",13.42,95.6,19.64,225,5.548,12,0
"2023-04-11 04:00:00",13.41,96.1,20.12,236.4,2.695,8.47,0
"2023-04-11 03:00:00",13.43,96.1,19.76,268.4,8.75,16.24,2.118
"2023-04-11 02:00:00",13.44,96.7,20.26,283.7,4.748,10.59,0
"2023-04-11 01:00:00",13.44,95.7,22.72,12.02,0.861,9.88,0
"2023-04-11 00:00:00",13.47,96.4,23.1,233.3,0.696,4.942,0
"2023-04-10 23:00:00",13.49,97.4,24.34,215.5,2.959,9.88,0
"2023-04-10 22:00:00",13.53,98,23.63,246,7.968,13.41,1.412
"2023-04-10 21:00:00",13.55,98.4,23.5,267.7,10.86,15.53,2.824
"2023-04-10 20:00:00",13.58,98.6,24.09,278.3,10.35,16.94,5.648
"2023-04-10 19:00:00",13.59,97.9,25.62,301.2,3.45,9.18,0
"2023-04-10 18:00:00",13.59,98.4,27.91,290.6,4.575,9.18,0.706
"2023-04-10 17:00:00",13.58,97.2,28.84,298.9,4.297,10.59,1.412
"2023-04-10 16:00:00",13.54,96.8,31.74,210.4,6.78,15.53,0
"2023-04-10 15:00:00",13.5,97.7,32.64,213.7,6.695,14.83,0.706
"2023-04-10 14:00:00",13.49,97,33.43,220.7,6.213,16.24,0.706
"2023-04-10 13:00:00",13.53,99,32.73,222.6,12.65,23.3,4.942
"2023-04-10 12:00:00",13.56,100,32.75,224.4,12.98,31.77,3.53
"2023-04-10 11:00:00",13.61,100,32.68,201.4,21.52,43.07,8.47
"2023-04-10 10:00:00",13.65,100,32.61,190.3,27.41,47.3,15.53
"2023-04-10 09:00:00",13.67,100,32.52,191.2,24.37,43.77,9.18
"2023-04-10 08:00:00",13.66,100,31.91,199.4,21.97,43.77,7.766
"2023-04-10 07:00:00",13.66,100,30.78,190.1,19.91,40.24,7.06
"2023-04-10 06:00:00",13.66,100,30.23,175.3,16.11,32.48,9.18
"2023-04-10 05:00:00",13.66,100,30.13,177,14.9,28.95,7.06
"2023-04-10 04:00:00",13.65,100,30.79,193.3,14.95,27.53,5.648
"2023-04-10 03:00:00",13.67,100,31.46,198.3,19.13,37.42,7.06
"2023-04-10 02:00:00",13.66,100,31.64,194.5,20.52,39.54,6.354
"2023-04-10 01:00:00",13.66,100,31.56,204.1,17.65,33.89,6.354
"2023-04-10 00:00:00",13.66,100,31.88,203.7,16.8,37.42,6.354
"2023-04-09 23:00:00",13.66,100,32.22,220.2,12.23,26.12,5.648
"2023-04-09 22:00:00",13.66,100,32.18,230.9,19.03,35.3,5.648
"2023-04-09 21:00:00",13.66,98.9,32.39,237.2,26.92,40.24,11.3
"2023-04-09 20:00:00",13.66,99.1,32.48,231.9,28.35,45.18,10.59
"2023-04-09 19:00:00",13.65,98.5,32.59,239,38.18,63.54,18.36
"2023-04-09 18:00:00",13.65,98.6,32.67,235.7,37.59,55.07,20.47
"2023-04-09 17:00:00",13.94,99.8,32.6,231.4,31.32,48.01,19.77
"2023-04-09 16:00:00",14.06,100,32.49,222.3,25.96,44.48,12
"2023-04-09 15:00:00",14.05,100,32.24,221.2,29.63,55.77,8.47
"2023-04-09 14:00:00",14.05,100,32.22,214.4,27.24,52.24,9.18
"2023-04-09 13:00:00",14.05,100,32.03,208.9,34.7,62.83,19.06
"2023-04-09 12:00:00",14.04,99.4,32.02,206.7,29.59,55.07,13.41
"2023-04-09 11:00:00",14.04,98.5,32.63,204.3,25.77,52.24,5.648
"2023-04-09 10:00:00",14.06,99.3,33.58,228,16.53,43.07,4.236
"2023-04-09 09:00:00",14.08,100,32.29,221.2,22.4,46.6,7.766
"2023-04-09 08:00:00",14.08,100,31.87,172.5,12.96,31.77,3.53
"2023-04-09 07:00:00",14.09,100,31.08,128.9,14.15,38.12,3.53
"2023-04-09 06:00:00",14.09,100,30.29,197.4,22.61,52.95,7.766
"2023-04-09 05:00:00",14.09,100,30.02,203.3,24.61,55.77,6.354
"2023-04-09 04:00:00",14.09,100,29.79,225.6,31.52,59.3,15.53
"2023-04-09 03:00:00",14.08,99.9,29.84,224.9,26.74,53.66,6.354
"2023-04-09 02:00:00",14.08,100,30.23,215.2,20.86,38.83,10.59
"2023-04-09 01:00:00",14.08,100,30.5,188.5,23.14,45.18,8.47
"2023-04-09 00:00:00",14.08,100,30.07,196.6,24.36,43.77,12.71
"2023-04-08 23:00:00",14.07,99.1,29.82,214.7,22.81,44.48,10.59
"2023-04-08 22:00:00",14.07,99,28.87,208.5,20.2,40.24,5.648
"2023-04-08 21:00:00",14.07,98.6,29.01,225.2,19.37,38.83,7.06
"2023-04-08 20:00:00",14.07,97.7,28.51,217.5,18.53,38.12,7.06
"2023-04-08 19:00:00",14.07,97.9,27.15,221.7,21.77,35.3,10.59
"2023-04-08 18:00:00",14.07,94.4,27.54,207.6,18.82,37.42,6.354
"2023-04-08 17:00:00",14.07,93.2,28.48,196.3,14.55,28.24,7.06
"2023-04-08 16:00:00",14.07,93.6,27.82,209.2,12.36,24,2.824
"2023-04-08 15:00:00",14.08,91.3,29.1,213.2,17.27,36.71,4.236
"2023-04-08 14:00:00",14.09,90.6,28.76,203.5,20.53,40.95,5.648
"2023-04-08 13:00:00",14.11,91,28.38,206.8,16.44,33.18,3.53
"2023-04-08 12:00:00",14.13,90.8,28.14,223.8,18.71,33.89,6.354
"2023-04-08 11:00:00",14.13,86.4,26.16,216.4,29.3,43.77,12.71
"2023-04-08 10:00:00",14.12,86.4,24.2,222.1,31.11,48.01,16.24
"2023-04-08 09:00:00",14.11,83.5,23.93,218.8,28.06,48.01,10.59
"2023-04-08 08:00:00",14.09,82.4,22.93,222.3,34.51,50.13,19.77
"2023-04-08 07:00:00",14.05,85.8,21.72,219.9,31.35,41.65,18.36
"2023-04-08 06:00:00",14.01,89.2,21.23,219.5,29.79,42.36,19.06
"2023-04-08 05:00:00",14,91.6,20.93,220.9,28.79,41.65,16.24
"2023-04-08 04:00:00",14,91.8,20.84,219.1,29.08,40.24,15.53
"2023-04-08 03:00:00",13.99,93.2,20.73,218.1,34.01,45.18,16.94
"2023-04-08 02:00:00",14,93.6,20.33,221,28.34,42.36,16.94
"2023-04-08 01:00:00",14.01,95.8,20.5,222.6,22.1,33.18,12.71
"2023-04-08 00:00:00",14.04,93.8,21.01,220.3,18.06,26.12,7.06
"2023-04-07 23:00:00",14.07,93.2,21.78,218.3,12.88,19.77,2.824
"2023-04-07 22:00:00",14.09,93.1,22.49,206.4,7.823,17.65,2.118
"2023-04-07 21:00:00",14.11,96.6,25.38,202.2,3.02,7.06,0
"2023-04-07 20:00:00",14.11,96.2,26.91,241.4,2.967,9.18,0
"2023-04-07 19:00:00",13.88,95.4,29.05,165.2,3.008,7.06,0
"2023-04-07 18:00:00",13.63,96.4,29.18,190.2,2.795,9.18,0
"2023-04-07 17:00:00",13.63,97,32.99,179.5,1.863,6.354,0
"2023-04-07 16:00:00",13.61,92.4,34.17,173.2,8.28,24,1.412
"2023-04-07 15:00:00",13.63,95.4,32.85,212,10.12,22.59,3.53
"2023-04-07 14:00:00",13.66,91.3,34.22,212.3,5.634,17.65,0.706
"2023-04-07 13:00:00",13.62,90.8,35.19,213.3,7.201,15.53,1.412
"2023-04-07 12:00:00",13.59,94,33.68,231,9.14,19.06,1.412
"2023-04-07 11:00:00",13.6,94.6,33.23,222.7,6.234,15.53,0
"2023-04-07 10:00:00",13.63,96.8,33.36,217.3,3.277,9.18,0
"2023-04-07 09:00:00",13.63,97.8,32.6,192.5,2.338,9.18,0
"2023-04-07 08:00:00",13.63,97.9,31.14,201.1,2.881,8.47,0
"2023-04-07 07:00:00",13.66,98.4,28.86,214.4,7.399,12.71,2.118
"2023-04-07 06:00:00",13.68,98.9,27.85,221.8,11.08,21.18,2.824
"2023-04-07 05:00:00",13.7,99.1,27.97,217.8,14.24,25.42,6.354
"2023-04-07 04:00:00",13.7,99.4,28.1,221.6,18.8,31.06,8.47
"2023-04-07 03:00:00",13.71,99.5,28.47,199.8,20.73,40.24,9.18
"2023-04-07 02:00:00",13.72,99.8,28.67,203.2,23,45.18,7.06
"2023-04-07 01:00:00",13.73,100,29.1,190.9,29.16,51.54,14.83
"2023-04-07 00:00:00",13.75,100,29.51,183.8,31.02,51.54,15.53
"2023-04-06 23:00:00",13.76,100,29.76,180.4,32.38,55.07,12.71
"2023-04-06 22:00:00",13.77,98.8,30.85,144.8,21.97,42.36,9.18
"2023-04-06 21:00:00",13.75,98.8,30.94,118.8,24.66,43.77,11.3
"2023-04-06 20:00:00",13.7,99.1,31.31,116.9,24.56,43.07,14.83
"2023-04-06 19:00:00",13.64,99.3,31.33,120.3,24.57,40.95,13.41
"2023-04-06 18:00:00",13.56,99.1,31.69,109.3,31.3,50.13,16.24
"2023-04-06 17:00:00",13.52,97.7,32.15,108.4,29.17,45.89,15.53
"2023-04-06 16:00:00",13.51,96.3,32.86,126.9,29.29,41.65,14.12
"2023-04-06 15:00:00",13.53,93.8,33.7,143.2,24.88,40.24,15.53
"2023-04-06 14:00:00",13.54,93.2,34.06,137.7,22.26,35.3,12.71
"2023-04-06 13:00:00",13.54,91.2,35.02,125,17.14,33.18,8.47
"2023-04-06 12:00:00",13.56,94.9,33.83,136.3,21.22,32.48,10.59
"2023-04-06 11:00:00",13.57,97.2,31.68,167.3,28.91,43.07,18.36
"2023-04-06 10:00:00",13.58,97.3,30.85,156.8,29.49,44.48,16.24
"2023-04-06 09:00:00",13.59,97.5,29.97,160.2,27.84,50.83,14.12
"2023-04-06 08:00:00",13.6,98.2,28.32,171,30.23,50.83,16.94
"2023-04-06 07:00:00",13.63,98.3,27.48,182.4,25.29,40.24,16.24
"2023-04-06 06:00:00",13.66,98.3,27.41,192.8,25.88,38.83,15.53
"2023-04-06 05:00:00",13.66,98.1,27.81,199.3,26.97,42.36,14.83
"2023-04-06 04:00:00",13.65,98.3,27.62,189.1,27.37,43.07,11.3
"2023-04-06 03:00:00",13.64,98.4,27.16,195.2,25.88,43.77,9.18
"2023-04-06 02:00:00",13.65,98.2,26.36,207.4,20.27,32.48,8.47
"2023-04-06 01:00:00",13.66,97.4,24.87,180.8,19.61,33.89,9.88
"2023-04-06 00:00:00",13.67,97.5,24.61,182.8,23.11,38.12,9.88
"2023-04-05 23:00:00",13.67,97.4,24.72,189.3,23.68,43.07,12
"2023-04-05 22:00:00",13.68,97,23.76,187,17.87,34.59,7.06
"2023-04-05 21:00:00",13.68,94.2,22.31,187.5,19.53,27.53,8.47
"2023-04-05 20:00:00",13.67,93.6,22.98,150.4,17.7,26.12,7.06
"2023-04-05 19:00:00",13.66,95.1,23.64,151.8,10.98,21.18,3.53
"2023-04-05 18:00:00",13.68,93.1,26.93,178.3,7.495,12.71,2.824
"2023-04-05 17:00:00",13.68,92.6,31.19,187.9,8.19,13.41,2.118
"2023-04-05 16:00:00",13.68,92.8,30.23,204.6,8.33,16.94,3.53
"2023-04-05 15:00:00",13.71,91,27.43,187.4,10.43,21.89,4.942
"2023-04-05 14:00:00",13.69,92.8,26.23,178.6,11.94,19.77,4.236
"2023-04-05 13:00:00",13.67,92,25.36,176.8,11.28,21.89,4.942
"2023-04-05 12:00:00",13.63,91.8,22.27,178.5,17.94,28.24,5.648
"2023-04-05 11:00:00",13.62,90.5,21.2,177.1,15.43,28.24,4.236
"2023-04-05 10:00:00",13.63,89.1,22.12,180.7,14.05,26.83,4.942
"2023-04-05 09:00:00",13.65,90.8,23.5,185.8,13.68,22.59,3.53
"2023-04-05 08:00:00",13.67,90.4,21.7,197.5,17.91,23.3,9.18
"2023-04-05 07:00:00",13.68,90.9,19.75,194.6,15.99,20.47,7.766
"2023-04-05 06:00:00",13.68,91.7,15.87,170.8,8.58,18.36,0
"2023-04-05 05:00:00",13.67,92.1,15.42,204.4,11.77,21.18,0
"2023-04-05 04:00:00",13.67,92.4,15.56,215.5,16.19,24,7.06
"2023-04-05 03:00:00",13.64,92.5,15.62,217.1,18.87,24,12.71
"2023-04-05 02:00:00",13.63,91.9,15.72,202.1,16.12,23.3,9.88
"2023-04-05 01:00:00",13.62,92.6,14.71,199.8,6.87,13.41,1.412
"2023-04-05 00:00:00",13.61,92.5,14.71,205.3,3.11,6.354,0
"2023-04-04 23:00:00",13.59,93.6,15.11,266.7,2.748,8.47,0
"2023-04-04 22:00:00",13.56,94.3,15.5,277.1,9.08,12,6.354
"2023-04-04 21:00:00",13.54,94,15.46,274,8.75,10.59,6.354
"2023-04-04 20:00:00",13.5,94.2,16.49,277.4,7.117,10.59,2.118
"2023-04-04 19:00:00",13.52,94.7,17.14,298.3,6.695,9.88,1.412
"2023-04-04 18:00:00",13.51,94.5,19.07,307.5,3.646,7.06,0
"2023-04-04 17:00:00",13.54,94.7,20.95,279.5,6.119,9.88,2.118
"2023-04-04 16:00:00",13.57,93.5,28.42,297.1,4.591,11.3,0
"2023-04-04 15:00:00",13.59,96.2,27.86,272.4,3.112,7.06,0.706
"2023-04-04 14:00:00",13.64,94.7,27.29,265.8,3.359,8.47,0.706
"2023-04-04 13:00:00",13.68,93.3,23.52,288.7,4.579,10.59,0.706
"2023-04-04 12:00:00",13.68,95.8,24.27,344.7,2.575,7.766,0
"2023-04-04 11:00:00",13.68,94.7,24.82,323.8,1.52,4.236,0
"2023-04-04 10:00:00",13.66,94,20.67,280.8,3.555,6.354,0
"2023-04-04 09:00:00",13.63,92.9,17.3,289,5.044,9.18,0.706
"2023-04-04 08:00:00",13.62,91.4,14.23,274.2,8.85,14.83,4.236
"2023-04-04 07:00:00",13.6,91.1,11.97,274.7,11.93,15.53,8.47
"2023-04-04 06:00:00",13.59,92.1,11.56,257.6,11.91,17.65,8.47
"2023-04-04 05:00:00",13.59,92.6,12.18,264,12.49,17.65,7.06
"2023-04-04 04:00:00",13.58,93,13.57,244.5,6.393,10.59,2.118
"2023-04-04 03:00:00",13.58,93.1,13.91,249.2,6.03,12.71,1.412
"2023-04-04 02:00:00",13.58,93.2,13.83,261.1,9.95,15.53,4.942
"2023-04-04 01:00:00",13.58,93,14.52,277.5,6.805,13.41,1.412
"2023-04-04 00:00:00",13.57,93.8,15.74,254.6,6.868,15.53,0.706
"2023-04-03 23:00:00",13.57,93.8,15.47,265.5,14.06,21.18,8.47
"2023-04-03 22:00:00",13.56,93.8,15.43,266.1,13.26,17.65,5.648
"2023-04-03 21:00:00",13.56,93.7,14.76,275.2,15.93,23.3,10.59
"2023-04-03 20:00:00",13.56,93.9,14.88,271.6,18,25.42,10.59
"2023-04-03 19:00:00",13.61,93.9,15.14,268.8,19.56,27.53,12
"2023-04-03 18:00:00",14.06,93.9,16.55,268.7,18.35,28.24,9.18
"2023-04-03 17:00:00",14.09,94.1,18.24,270.2,17.08,27.53,5.648
"2023-04-03 16:00:00",14.09,93.9,19.7,271.9,14.83,23.3,3.53
"2023-04-03 15:00:00",14.09,93.6,21.3,269.4,11.84,21.18,3.53
"2023-04-03 14:00:00",14.1,93,20.16,280.2,14.88,21.89,7.766
"2023-04-03 13:00:00",14.12,93,18.61,276.9,15.02,21.18,9.18
"2023-04-03 12:00:00",14.13,92.7,17.57,275.8,15.75,21.18,9.88
"2023-04-03 11:00:00",14.13,92.7,17.84,282.7,13.32,19.06,7.06
"2023-04-03 10:00:00",14.12,92.4,15.86,288,15.09,24,7.766
"2023-04-03 09:00:00",14.13,92.7,15.6,274.7,15.54,20.47,9.88
"2023-04-03 08:00:00",14.14,92.7,14.26,282.8,15.03,23.3,9.18
"2023-04-03 07:00:00",14.14,92.9,13.1,282.4,14.11,19.06,8.47
"2023-04-03 06:00:00",14.14,92.7,12.28,277.1,15.19,21.89,10.59
"2023-04-03 05:00:00",14.14,92.6,12.15,277.7,14.14,17.65,8.47
"2023-04-03 04:00:00",14.14,92.7,11.77,275.7,13.26,20.47,7.766
"2023-04-03 03:00:00",14.13,92.6,12.16,264.5,10.82,16.94,6.354
"2023-04-03 02:00:00",14.13,92.6,12.82,262.3,8.49,17.65,2.118
"2023-04-03 01:00:00",14.12,92.9,12.7,269.9,13.19,17.65,4.942
"2023-04-03 00:00:00",14.12,93,12.77,266.1,15.04,19.77,7.06
"2023-04-02 23:00:00",14.11,93,12.84,271.8,13.45,21.18,8.47
"2023-04-02 22:00:00",14.11,93.2,13.29,276.1,12.65,19.77,7.06
"2023-04-02 21:00:00",14.1,93,13.45,286.8,9.08,16.24,3.53
"2023-04-02 20:00:00",14.1,93.2,13.28,280.1,10.54,16.94,5.648
"2023-04-02 19:00:00",14.1,93.6,14.45,280.2,7.893,14.12,2.824
"2023-04-02 18:00:00",14.09,93.6,15.62,296.3,7.874,12.71,3.53
"2023-04-02 17:00:00",14.09,94.3,18.99,282,4.158,10.59,0
"2023-04-02 16:00:00",14.1,94.8,21.21,219.7,3.571,10.59,0
"2023-04-02 15:00:00",14.1,94.1,25.65,207,4.191,12.71,0
"2023-04-02 14:00:00",14.11,94.5,26.86,153,2.675,7.766,0
"2023-04-02 13:00:00",14.12,94.6,24.03,342,1.41,4.942,0
"2023-04-02 12:00:00",14.13,94,24.76,246.2,1.543,5.648,0
"2023-04-02 11:00:00",14.16,94.3,24.72,209,4.124,13.41,0
"2023-04-02 10:00:00",14.18,92.8,19.04,225.2,10.49,19.77,2.824
"2023-04-02 09:00:00",14.18,93.8,18.77,186.6,9.75,18.36,2.824
"2023-04-02 08:00:00",14.19,93.9,16.74,191.7,12.63,21.89,4.942
"2023-04-02 07:00:00",14.2,93.6,15.56,201,15.06,27.53,7.06
"2023-04-02 06:00:00",14.19,93.6,14.24,217.3,15.77,28.24,5.648
"2023-04-02 05:00:00",14.19,93.5,13.75,225.4,18.36,26.83,7.766
"2023-04-02 04:00:00",14.19,93.2,12.93,222,16.36,24,9.88
"2023-04-02 03:00:00",14.18,93.2,13.18,221.7,14.88,22.59,7.06
"2023-04-02 02:00:00",14.18,93.3,13.53,219.7,15.66,24.71,7.06
"2023-04-02 01:00:00",14.17,93.4,13.81,223.3,12,19.77,6.354
"2023-04-02 00:00:00",14.17,93.2,13.17,213.9,10.31,19.06,3.53
"2023-04-01 23:00:00",14.16,93.4,13.88,226.3,10.7,21.18,0.706
"2023-04-01 22:00:00",14.15,93.3,13.59,220,9.78,15.53,3.53
"2023-04-01 21:00:00",14.13,93.1,13.69,254.3,8.18,18.36,2.824
"2023-04-01 20:00:00",13.82,93.8,15.07,259.4,13.09,27.53,3.53
"2023-04-01 19:00:00",13.69,93.8,14.6,273.1,14.72,31.06,4.942
"2023-04-01 18:00:00",13.68,93.9,16.24,259.9,13.99,38.83,4.236
"2023-04-01 17:00:00",13.66,93,19.05,264,12.8,24,2.824
"2023-04-01 16:00:00",13.64,93.4,18.31,270.5,14.89,25.42,4.942
"2023-04-01 15:00:00",13.64,93.4,19.06,276.4,12.85,25.42,2.118
"2023-04-01 14:00:00",13.62,93.6,21.54,269.3,11.12,19.06,4.236
"2023-04-01 13:00:00",13.6,93.6,19.1,273.1,12.44,21.89,4.236
"2023-04-01 12:00:00",13.6,92.8,18.89,267.8,16.75,33.89,5.648
"2023-04-01 11:00:00",13.62,93.2,19.63,260.4,13.93,28.95,4.236
"2023-04-01 10:00:00",13.66,93.7,17.35,265,19.08,38.83,4.942
"2023-04-01 09:00:00",13.68,94.2,19.25,263.7,10.68,23.3,2.118
"2023-04-01 08:00:00",13.71,94,16.93,267.5,16.2,25.42,8.47
"2023-04-01 07:00:00",13.7,94.2,16.69,261.7,14.51,28.95,6.354
"2023-04-01 06:00:00",13.7,94.5,16.38,264,14.23,22.59,3.53
"2023-04-01 05:00:00",13.72,94.5,16.29,271.5,18.56,31.77,5.648
"2023-04-01 04:00:00",13.73,94.2,16.29,275,15.26,28.95,5.648
"2023-04-01 03:00:00",13.73,95,18.34,268.9,8.97,19.06,1.412
"2023-04-01 02:00:00",13.71,95.6,18.49,258.8,8.55,21.89,1.412
"2023-04-01 01:00:00",13.71,94.4,18.35,233.9,27.93,50.83,14.12
"2023-04-01 00:00:00",13.71,96,21.13,234.5,26.91,44.48,12
"2023-03-31 23:00:00",13.71,96.6,21.83,221.7,24.56,42.36,9.18
"2023-03-31 22:00:00",13.69,96.6,21.68,215.4,23.65,41.65,9.88
"2023-03-31 21:00:00",13.7,96.6,21.6,214.4,22.74,40.95,10.59
"2023-03-31 20:00:00",13.69,96.8,21.35,215.7,18.91,38.12,7.766
"2023-03-31 19:00:00",13.69,96.8,21.53,217,18.55,43.07,4.942
"2023-03-31 18:00:00",13.68,97,21.75,236.2,23.24,40.95,8.47
"2023-03-31 17:00:00",13.67,96.7,22,232,26.48,48.71,14.12
"2023-03-31 16:00:00",13.68,96.5,22.29,231.8,20.25,33.18,6.354
"2023-03-31 15:00:00",13.69,95.9,23.1,230.7,16.3,34.59,3.53
"2023-03-31 14:00:00",13.69,95.7,24.81,225.6,17.41,31.06,6.354
"2023-03-31 13:00:00",13.7,95.4,23.34,231.2,18.54,30.36,9.18
"2023-03-31 12:00:00",13.7,95.4,21.36,235.9,23.34,40.24,10.59
"2023-03-31 11:00:00",13.7,95.6,21.19,234.8,19.55,32.48,7.06
"2023-03-31 10:00:00",13.7,95.9,20.33,233.8,19.14,36.01,7.06
"2023-03-31 09:00:00",13.71,95.8,21.06,227.2,12.91,25.42,5.648
"2023-03-31 08:00:00",13.72,95.8,20.33,218.2,10.97,20.47,3.53
"2023-03-31 07:00:00",13.71,95.8,19.18,228.4,15.3,25.42,7.06
"2023-03-31 06:00:00",13.71,95.7,18.59,233.9,9.97,19.77,3.53
"2023-03-31 05:00:00",13.69,95.6,18.48,231,7.382,12,2.118
"2023-03-31 04:00:00",13.69,95.1,17.39,228.8,6.072,12.71,1.412
"2023-03-31 03:00:00",13.68,95.2,17.52,232.8,8.26,16.24,2.824
"2023-03-31 02:00:00",13.69,95.4,17.7,229.7,8.73,16.94,3.53
"2023-03-31 01:00:00",13.69,95.5,17.64,229.4,11.24,19.06,4.236
"2023-03-31 00:00:00",13.69,95.5,18.14,227,8.27,17.65,2.118
"2023-03-30 23:00:00",13.68,95.7,18.61,226.3,11.93,16.94,4.942
"2023-03-30 22:00:00",13.67,96.2,19.39,227.3,12.15,17.65,3.53
"2023-03-30 21:00:00",13.66,96.3,20.8,250.6,4.934,11.3,0.706
"2023-03-30 20:00:00",13.66,96.6,20.59,271.5,7.28,11.3,3.53
"2023-03-30 19:00:00",13.65,96.6,21.07,278.6,7.837,16.24,3.53
"2023-03-30 18:00:00",13.65,95.7,22,274.4,11.16,18.36,2.824
"2023-03-30 17:00:00",13.65,96.4,23.22,274.2,9.02,17.65,2.824
"2023-03-30 16:00:00",13.66,96.5,23.2,282.1,11.86,21.18,4.236
"2023-03-30 15:00:00",13.67,95.9,25.11,280.6,14.81,25.42,6.354
"2023-03-30 14:00:00",13.67,95.4,25.87,274.2,14.72,28.24,4.942
"2023-03-30 13:00:00",13.65,95.6,27.55,272.4,13.04,27.53,3.53
"2023-03-30 12:00:00",13.62,95.1,25.07,268.5,14.08,26.83,4.236
"2023-03-30 11:00:00",13.61,95.4,23.83,264.1,14.35,24.71,2.118
"2023-03-30 10:00:00",13.6,95.3,23.09,263.1,13.9,27.53,3.53
"2023-03-30 09:00:00",13.55,95.1,22.9,265.4,16.16,26.83,6.354
"2023-03-30 08:00:00",13.47,95.5,20.86,270.6,20.38,27.53,10.59
"2023-03-30 07:00:00",13.45,96,20.92,271.1,21.27,26.12,14.12
"2023-03-30 06:00:00",13.44,96.9,21.72,273.5,20.68,28.95,12
"2023-03-30 05:00:00",13.45,97,22,270.6,21.18,29.65,10.59
"2023-03-30 04:00:00",13.45,97.2,22.31,267.3,20.87,27.53,12
"2023-03-30 03:00:00",13.46,97.3,22.32,270.9,20.81,26.12,14.83
"2023-03-30 02:00:00",13.48,97.2,21.83,270.7,19.76,26.12,15.53
"2023-03-30 01:00:00",13.48,97.1,21.63,273.9,19.55,24,12
"2023-03-30 00:00:00",13.49,97.5,22.14,276.3,19.24,24.71,15.53
"2023-03-29 23:00:00",13.51,97.6,22.78,282.4,17.1,22.59,10.59
"2023-03-29 22:00:00",13.54,97.9,23.2,278.8,16.94,21.89,12.71
