Date,Max Windspeed 24hr,Was High Winds 24hr
2022-06-23,33.63666666666666,1
2022-06-24,31.656666666666666,1
2022-06-25,27.313333333333333,1
2022-06-26,38.446666666666665,1
2022-06-27,38.836666666666666,1
2022-06-28,28.21666666666667,1
2022-06-29,41.86000000000001,1
2022-06-30,27.363333333333333,1
2022-07-01,25.176666666666666,1
2022-07-02,23.656666666666666,0
2022-07-03,24.31,0
2022-07-04,26.103333333333335,1
2022-07-05,22.643333333333334,0
2022-07-06,19.139999999999997,0
2022-07-07,20.242666666666665,0
2022-07-08,16.333333333333332,0
2022-07-09,23.143333333333334,0
2022-07-10,30.826666666666664,1
2022-07-11,29.156666666666666,1
2022-07-12,20.273333333333333,0
2022-07-13,26.409999999999997,1
2022-07-14,28.00333333333333,1
2022-07-15,25.526666666666667,1
2022-07-16,25.603333333333335,1
